CODEPAGE 10003          ; Korean - MAC
0xf6	0x905e	;ôö
0xf7	0x9ad4	;ô÷
0xf8	0x521d	;ôø
0xf9	0x527f	;ôù
0xfa	0x54e8	;ôú
0xfb	0x6194	;ôû
0xfc	0x6284	;ôü
0xfd	0x62db	;ôý
0xfe	0x68a2	;ôþ

DBCSTABLE 94            ;LeadByte = 0xf5

0xa1	0x6912	;õ¡
0xa2	0x695a	;õ¢
0xa3	0x6a35	;õ£
0xa4	0x7092	;õ¤
0xa5	0x7126	;õ¥
0xa6	0x785d	;õ¦
0xa7	0x7901	;õ§
0xa8	0x790e	;õ¨
0xa9	0x79d2	;õ©
0xaa	0x7a0d	;õª
0xab	0x8096	;õ«
0xac	0x8278	;õ¬
0xad	0x82d5	;õ­
0xae	0x8349	;õ®
0xaf	0x8549	;õ¯
0xb0	0x8c82	;õ°
0xb1	0x8d85	;õ±
0xb2	0x9162	;õ²
0xb3	0x918b	;õ³
0xb4	0x91ae	;õ´
0xb5	0x4fc3	;õµ
0xb6	0x56d1	;õ¶
0xb7	0x71ed	;õ·
0xb8	0x77d7	;õ¸
0xb9	0x8700	;õ¹
0xba	0x89f8	;õº
0xbb	0x5bf8	;õ»
0xbc	0x5fd6	;õ¼
0xbd	0x6751	;õ½
0xbe	0x90a8	;õ¾
0xbf	0x53e2	;õ¿
0xc0	0x585a	;õÀ
0xc1	0x5bf5	;õÁ
0xc2	0x60a4	;õÂ
0xc3	0x6181	;õÃ
0xc4	0x6460	;õÄ
0xc5	0x7e3d	;õÅ
0xc6	0x8070	;õÆ
0xc7	0x8525	;õÇ
0xc8	0x9283	;õÈ
0xc9	0x64ae	;õÉ
0xca	0x50ac	;õÊ
0xcb	0x5d14	;õË
0xcc	0x6700	;õÌ
0xcd	0x589c	;õÍ
0xce	0x62bd	;õÎ
0xcf	0x63a8	;õÏ
0xd0	0x690e	;õÐ
0xd1	0x6978	;õÑ
0xd2	0x6a1e	;õÒ
0xd3	0x6e6b	;õÓ
0xd4	0x76ba	;õÔ
0xd5	0x79cb	;õÕ
0xd6	0x82bb	;õÖ
0xd7	0x8429	;õ×
0xd8	0x8acf	;õØ
0xd9	0x8da8	;õÙ
0xda	0x8ffd	;õÚ
0xdb	0x9112	;õÛ
0xdc	0x914b	;õÜ
0xdd	0x919c	;õÝ
0xde	0x9310	;õÞ
0xdf	0x9318	;õß
0xe0	0x939a	;õà
0xe1	0x96db	;õá
0xe2	0x9a36	;õâ
0xe3	0x9c0d	;õã
0xe4	0x4e11	;õä
0xe5	0x755c	;õå
0xe6	0x795d	;õæ
0xe7	0x7afa	;õç
0xe8	0x7b51	;õè
0xe9	0x7bc9	;õé
0xea	0x7e2e	;õê
0xeb	0x84c4	;õë
0xec	0x8e59	;õì
0xed	0x8e74	;õí
0xee	0x8ef8	;õî
0xef	0x9010	;õï
0xf0	0x6625	;õð
0xf1	0x693f	;õñ
0xf2	0x7443	;õò
0xf3	0x51fa	;õó
0xf4	0x672e	;õô
0xf5	0x9edc	;õõ
0xf6	0x5145	;õö
0xf7	0x5fe0	;õ÷
0xf8	0x6c96	;õø
0xf9	0x87f2	;õù
0xfa	0x885d	;õú
0xfb	0x8877	;õû
0xfc	0x60b4	;õü
0xfd	0x81b5	;õý
0xfe	0x8403	;õþ

DBCSTABLE 94            ;LeadByte = 0xf6

0xa1	0x8d05	;ö¡
0xa2	0x53d6	;ö¢
0xa3	0x5439	;ö£
0xa4	0x5634	;ö¤
0xa5	0x5a36	;ö¥
0xa6	0x5c31	;ö¦
0xa7	0x708a	;ö§
0xa8	0x7fe0	;ö¨
0xa9	0x805a	;ö©
0xaa	0x8106	;öª
0xab	0x81ed	;ö«
0xac	0x8da3	;ö¬
0xad	0x9189	;ö­
0xae	0x9a5f	;ö®
0xaf	0x9df2	;ö¯
0xb0	0x5074	;ö°
0xb1	0x4ec4	;ö±
0xb2	0x53a0	;ö²
0xb3	0x60fb	;ö³
0xb4	0x6e2c	;ö´
0xb5	0x5c64	;öµ
0xb6	0x4f88	;ö¶
0xb7	0x5024	;ö·
0xb8	0x55e4	;ö¸
0xb9	0x5cd9	;ö¹
0xba	0x5e5f	;öº
0xbb	0x6065	;ö»
0xbc	0x6894	;ö¼
0xbd	0x6cbb	;ö½
0xbe	0x6dc4	;ö¾
0xbf	0x71be	;ö¿
0xc0	0x75d4	;öÀ
0xc1	0x75f4	;öÁ
0xc2	0x7661	;öÂ
0xc3	0x7a1a	;öÃ
0xc4	0x7a49	;öÄ
0xc5	0x7dc7	;öÅ
0xc6	0x7dfb	;öÆ
0xc7	0x7f6e	;öÇ
0xc8	0x81f4	;öÈ
0xc9	0x86a9	;öÉ
0xca	0x8f1c	;öÊ
0xcb	0x96c9	;öË
0xcc	0x99b3	;öÌ
0xcd	0x9f52	;öÍ
0xce	0x5247	;öÎ
0xcf	0x52c5	;öÏ
0xd0	0x98ed	;öÐ
0xd1	0x89aa	;öÑ
0xd2	0x4e03	;öÒ
0xd3	0x67d2	;öÓ
0xd4	0x6f06	;öÔ
0xd5	0x4fb5	;öÕ
0xd6	0x5be2	;öÖ
0xd7	0x6795	;ö×
0xd8	0x6c88	;öØ
0xd9	0x6d78	;öÙ
0xda	0x741b	;öÚ
0xdb	0x7827	;öÛ
0xdc	0x91dd	;öÜ
0xdd	0x937c	;öÝ
0xde	0x87c4	;öÞ
0xdf	0x79e4	;öß
0xe0	0x7a31	;öà
0xe1	0x5feb	;öá
0xe2	0x4ed6	;öâ
0xe3	0x54a4	;öã
0xe4	0x553e	;öä
0xe5	0x58ae	;öå
0xe6	0x59a5	;öæ
0xe7	0x60f0	;öç
0xe8	0x6253	;öè
0xe9	0x62d6	;öé
0xea	0x6736	;öê
0xeb	0x6955	;öë
0xec	0x8235	;öì
0xed	0x9640	;öí
0xee	0x99b1	;öî
0xef	0x99dd	;öï
0xf0	0x502c	;öð
0xf1	0x5353	;öñ
0xf2	0x5544	;öò
0xf3	0x577c	;öó
0xf4	0xfa01	;öô
0xf5	0x6258	;öõ
0xf6	0xfa02	;öö
0xf7	0x64e2	;ö÷
0xf8	0x666b	;öø
0xf9	0x67dd	;öù
0xfa	0x6fc1	;öú
0xfb	0x6fef	;öû
0xfc	0x7422	;öü
0xfd	0x7438	;öý
0xfe	0x8a17	;öþ

DBCSTABLE 94            ;LeadByte = 0xf7

0xa1	0x9438	;÷¡
0xa2	0x5451	;÷¢
0xa3	0x5606	;÷£
0xa4	0x5766	;÷¤
0xa5	0x5f48	;÷¥
0xa6	0x619a	;÷¦
0xa7	0x6b4e	;÷§
0xa8	0x7058	;÷¨
0xa9	0x70ad	;÷©
0xaa	0x7dbb	;÷ª
0xab	0x8a95	;÷«
0xac	0x596a	;÷¬
0xad	0x812b	;÷­
0xae	0x63a2	;÷®
0xaf	0x7708	;÷¯
0xb0	0x803d	;÷°
0xb1	0x8caa	;÷±
0xb2	0x5854	;÷²
0xb3	0x642d	;÷³
0xb4	0x69bb	;÷´
0xb5	0x5b95	;÷µ
0xb6	0x5e11	;÷¶
0xb7	0x6e6f	;÷·
0xb8	0xfa03	;÷¸
0xb9	0x8569	;÷¹
0xba	0x514c	;÷º
0xbb	0x53f0	;÷»
0xbc	0x592a	;÷¼
0xbd	0x6020	;÷½
0xbe	0x614b	;÷¾
0xbf	0x6b86	;÷¿
0xc0	0x6c70	;÷À
0xc1	0x6cf0	;÷Á
0xc2	0x7b1e	;÷Â
0xc3	0x80ce	;÷Ã
0xc4	0x82d4	;÷Ä
0xc5	0x8dc6	;÷Å
0xc6	0x90b0	;÷Æ
0xc7	0x98b1	;÷Ç
0xc8	0xfa04	;÷È
0xc9	0x64c7	;÷É
0xca	0x6fa4	;÷Ê
0xcb	0x6491	;÷Ë
0xcc	0x6504	;÷Ì
0xcd	0x514e	;÷Í
0xce	0x5410	;÷Î
0xcf	0x571f	;÷Ï
0xd0	0x8a0e	;÷Ð
0xd1	0x615f	;÷Ñ
0xd2	0x6876	;÷Ò
0xd3	0xfa05	;÷Ó
0xd4	0x75db	;÷Ô
0xd5	0x7b52	;÷Õ
0xd6	0x7d71	;÷Ö
0xd7	0x901a	;÷×
0xd8	0x5806	;÷Ø
0xd9	0x69cc	;÷Ù
0xda	0x817f	;÷Ú
0xdb	0x892a	;÷Û
0xdc	0x9000	;÷Ü
0xdd	0x9839	;÷Ý
0xde	0x5078	;÷Þ
0xdf	0x5957	;÷ß
0xe0	0x59ac	;÷à
0xe1	0x6295	;÷á
0xe2	0x900f	;÷â
0xe3	0x9b2a	;÷ã
0xe4	0x615d	;÷ä
0xe5	0x7279	;÷å
0xe6	0x95d6	;÷æ
0xe7	0x5761	;÷ç
0xe8	0x5a46	;÷è
0xe9	0x5df4	;÷é
0xea	0x628a	;÷ê
0xeb	0x64ad	;÷ë
0xec	0x64fa	;÷ì
0xed	0x6777	;÷í
0xee	0x6ce2	;÷î
0xef	0x6d3e	;÷ï
0xf0	0x722c	;÷ð
0xf1	0x7436	;÷ñ
0xf2	0x7834	;÷ò
0xf3	0x7f77	;÷ó
0xf4	0x82ad	;÷ô
0xf5	0x8ddb	;÷õ
0xf6	0x9817	;÷ö
0xf7	0x5224	;÷÷
0xf8	0x5742	;÷ø
0xf9	0x677f	;÷ù
0xfa	0x7248	;÷ú
0xfb	0x74e3	;÷û
0xfc	0x8ca9	;÷ü
0xfd	0x8fa6	;÷ý
0xfe	0x9211	;÷þ

DBCSTABLE 94            ;LeadByte = 0xf8

0xa1	0x962a	;ø¡
0xa2	0x516b	;ø¢
0xa3	0x53ed	;ø£
0xa4	0x634c	;ø¤
0xa5	0x4f69	;ø¥
0xa6	0x5504	;ø¦
0xa7	0x6096	;ø§
0xa8	0x6557	;ø¨
0xa9	0x6c9b	;ø©
0xaa	0x6d7f	;øª
0xab	0x724c	;ø«
0xac	0x72fd	;ø¬
0xad	0x7a17	;ø­
0xae	0x8987	;ø®
0xaf	0x8c9d	;ø¯
0xb0	0x5f6d	;ø°
0xb1	0x6f8e	;ø±
0xb2	0x70f9	;ø²
0xb3	0x81a8	;ø³
0xb4	0x610e	;ø´
0xb5	0x4fbf	;øµ
0xb6	0x504f	;ø¶
0xb7	0x6241	;ø·
0xb8	0x7247	;ø¸
0xb9	0x7bc7	;ø¹
0xba	0x7de8	;øº
0xbb	0x7fe9	;ø»
0xbc	0x904d	;ø¼
0xbd	0x97ad	;ø½
0xbe	0x9a19	;ø¾
0xbf	0x8cb6	;ø¿
0xc0	0x576a	;øÀ
0xc1	0x5e73	;øÁ
0xc2	0x67b0	;øÂ
0xc3	0x840d	;øÃ
0xc4	0x8a55	;øÄ
0xc5	0x5420	;øÅ
0xc6	0x5b16	;øÆ
0xc7	0x5e63	;øÇ
0xc8	0x5ee2	;øÈ
0xc9	0x5f0a	;øÉ
0xca	0x6583	;øÊ
0xcb	0x80ba	;øË
0xcc	0x853d	;øÌ
0xcd	0x9589	;øÍ
0xce	0x965b	;øÎ
0xcf	0x4f48	;øÏ
0xd0	0x5305	;øÐ
0xd1	0x530d	;øÑ
0xd2	0x530f	;øÒ
0xd3	0x5486	;øÓ
0xd4	0x54fa	;øÔ
0xd5	0x5703	;øÕ
0xd6	0x5e03	;øÖ
0xd7	0x6016	;ø×
0xd8	0x629b	;øØ
0xd9	0x62b1	;øÙ
0xda	0x6355	;øÚ
0xdb	0xfa06	;øÛ
0xdc	0x6ce1	;øÜ
0xdd	0x6d66	;øÝ
0xde	0x75b1	;øÞ
0xdf	0x7832	;øß
0xe0	0x80de	;øà
0xe1	0x812f	;øá
0xe2	0x82de	;øâ
0xe3	0x8461	;øã
0xe4	0x84b2	;øä
0xe5	0x888d	;øå
0xe6	0x8912	;øæ
0xe7	0x900b	;øç
0xe8	0x92ea	;øè
0xe9	0x98fd	;øé
0xea	0x9b91	;øê
0xeb	0x5e45	;øë
0xec	0x66b4	;øì
0xed	0x66dd	;øí
0xee	0x7011	;øî
0xef	0x7206	;øï
0xf0	0xfa07	;øð
0xf1	0x4ff5	;øñ
0xf2	0x527d	;øò
0xf3	0x5f6a	;øó
0xf4	0x6153	;øô
0xf5	0x6753	;øõ
0xf6	0x6a19	;øö
0xf7	0x6f02	;ø÷
0xf8	0x74e2	;øø
0xf9	0x7968	;øù
0xfa	0x8868	;øú
0xfb	0x8c79	;øû
0xfc	0x98c7	;øü
0xfd	0x98c4	;øý
0xfe	0x9a43	;øþ

DBCSTABLE 94            ;LeadByte = 0xf9

0xa1	0x54c1	;ù¡
0xa2	0x7a1f	;ù¢
0xa3	0x6953	;ù£
0xa4	0x8af7	;ù¤
0xa5	0x8c4a	;ù¥
0xa6	0x98a8	;ù¦
0xa7	0x99ae	;ù§
0xa8	0x5f7c	;ù¨
0xa9	0x62ab	;ù©
0xaa	0x75b2	;ùª
0xab	0x76ae	;ù«
0xac	0x88ab	;ù¬
0xad	0x907f	;ù­
0xae	0x9642	;ù®
0xaf	0x5339	;ù¯
0xb0	0x5f3c	;ù°
0xb1	0x5fc5	;ù±
0xb2	0x6ccc	;ù²
0xb3	0x73cc	;ù³
0xb4	0x7562	;ù´
0xb5	0x758b	;ùµ
0xb6	0x7b46	;ù¶
0xb7	0x82fe	;ù·
0xb8	0x999d	;ù¸
0xb9	0x4e4f	;ù¹
0xba	0x903c	;ùº
0xbb	0x4e0b	;ù»
0xbc	0x4f55	;ù¼
0xbd	0x53a6	;ù½
0xbe	0x590f	;ù¾
0xbf	0x5ec8	;ù¿
0xc0	0x6630	;ùÀ
0xc1	0x6cb3	;ùÁ
0xc2	0x7455	;ùÂ
0xc3	0x8377	;ùÃ
0xc4	0x8766	;ùÄ
0xc5	0x8cc0	;ùÅ
0xc6	0x9050	;ùÆ
0xc7	0x971e	;ùÇ
0xc8	0x9c15	;ùÈ
0xc9	0x58d1	;ùÉ
0xca	0x5b78	;ùÊ
0xcb	0x8650	;ùË
0xcc	0x8b14	;ùÌ
0xcd	0x9db4	;ùÍ
0xce	0x5bd2	;ùÎ
0xcf	0x6068	;ùÏ
0xd0	0x608d	;ùÐ
0xd1	0x65f1	;ùÑ
0xd2	0x6c57	;ùÒ
0xd3	0x6f22	;ùÓ
0xd4	0x6fa3	;ùÔ
0xd5	0x701a	;ùÕ
0xd6	0x7f55	;ùÖ
0xd7	0x7ff0	;ù×
0xd8	0x9591	;ùØ
0xd9	0x9592	;ùÙ
0xda	0x9650	;ùÚ
0xdb	0x97d3	;ùÛ
0xdc	0x5272	;ùÜ
0xdd	0x8f44	;ùÝ
0xde	0x51fd	;ùÞ
0xdf	0x542b	;ùß
0xe0	0x54b8	;ùà
0xe1	0x5563	;ùá
0xe2	0x558a	;ùâ
0xe3	0x6abb	;ùã
0xe4	0x6db5	;ùä
0xe5	0x7dd8	;ùå
0xe6	0x8266	;ùæ
0xe7	0x929c	;ùç
0xe8	0x9677	;ùè
0xe9	0x9e79	;ùé
0xea	0x5408	;ùê
0xeb	0x54c8	;ùë
0xec	0x76d2	;ùì
0xed	0x86e4	;ùí
0xee	0x95a4	;ùî
0xef	0x95d4	;ùï
0xf0	0x965c	;ùð
0xf1	0x4ea2	;ùñ
0xf2	0x4f09	;ùò
0xf3	0x59ee	;ùó
0xf4	0x5ae6	;ùô
0xf5	0x5df7	;ùõ
0xf6	0x6052	;ùö
0xf7	0x6297	;ù÷
0xf8	0x676d	;ùø
0xf9	0x6841	;ùù
0xfa	0x6c86	;ùú
0xfb	0x6e2f	;ùû
0xfc	0x7f38	;ùü
0xfd	0x809b	;ùý
0xfe	0x822a	;ùþ

DBCSTABLE 94            ;LeadByte = 0xfa

0xa1	0xfa08	;ú¡
0xa2	0xfa09	;ú¢
0xa3	0x9805	;ú£
0xa4	0x4ea5	;ú¤
0xa5	0x5055	;ú¥
0xa6	0x54b3	;ú¦
0xa7	0x5793	;ú§
0xa8	0x595a	;ú¨
0xa9	0x5b69	;ú©
0xaa	0x5bb3	;úª
0xab	0x61c8	;ú«
0xac	0x6977	;ú¬
0xad	0x6d77	;ú­
0xae	0x7023	;ú®
0xaf	0x87f9	;ú¯
0xb0	0x89e3	;ú°
0xb1	0x8a72	;ú±
0xb2	0x8ae7	;ú²
0xb3	0x9082	;ú³
0xb4	0x99ed	;ú´
0xb5	0x9ab8	;úµ
0xb6	0x52be	;ú¶
0xb7	0x6838	;ú·
0xb8	0x5016	;ú¸
0xb9	0x5e78	;ú¹
0xba	0x674f	;úº
0xbb	0x8347	;ú»
0xbc	0x884c	;ú¼
0xbd	0x4eab	;ú½
0xbe	0x5411	;ú¾
0xbf	0x56ae	;ú¿
0xc0	0x73e6	;úÀ
0xc1	0x9115	;úÁ
0xc2	0x97ff	;úÂ
0xc3	0x9909	;úÃ
0xc4	0x9957	;úÄ
0xc5	0x9999	;úÅ
0xc6	0x5653	;úÆ
0xc7	0x589f	;úÇ
0xc8	0x865b	;úÈ
0xc9	0x8a31	;úÉ
0xca	0x61b2	;úÊ
0xcb	0x6af6	;úË
0xcc	0x737b	;úÌ
0xcd	0x8ed2	;úÍ
0xce	0x6b47	;úÎ
0xcf	0x96aa	;úÏ
0xd0	0x9a57	;úÐ
0xd1	0x5955	;úÑ
0xd2	0x7200	;úÒ
0xd3	0x8d6b	;úÓ
0xd4	0x9769	;úÔ
0xd5	0x4fd4	;úÕ
0xd6	0x5cf4	;úÖ
0xd7	0x5f26	;ú×
0xd8	0x61f8	;úØ
0xd9	0x665b	;úÙ
0xda	0x6ceb	;úÚ
0xdb	0x70ab	;úÛ
0xdc	0x7384	;úÜ
0xdd	0x73b9	;úÝ
0xde	0x73fe	;úÞ
0xdf	0x7729	;úß
0xe0	0x774d	;úà
0xe1	0x7d43	;úá
0xe2	0x7d62	;úâ
0xe3	0x7e23	;úã
0xe4	0x8237	;úä
0xe5	0x8852	;úå
0xe6	0xfa0a	;úæ
0xe7	0x8ce2	;úç
0xe8	0x9249	;úè
0xe9	0x986f	;úé
0xea	0x5b51	;úê
0xeb	0x7a74	;úë
0xec	0x8840	;úì
0xed	0x9801	;úí
0xee	0x5acc	;úî
0xef	0x4fe0	;úï
0xf0	0x5354	;úð
0xf1	0x593e	;úñ
0xf2	0x5cfd	;úò
0xf3	0x633e	;úó
0xf4	0x6d79	;úô
0xf5	0x72f9	;úõ
0xf6	0x8105	;úö
0xf7	0x8107	;ú÷
0xf8	0x83a2	;úø
0xf9	0x92cf	;úù
0xfa	0x9830	;úú
0xfb	0x4ea8	;úû
0xfc	0x5144	;úü
0xfd	0x5211	;úý
0xfe	0x578b	;úþ

DBCSTABLE 94            ;LeadByte = 0xfb

0xa1	0x5f62	;û¡
0xa2	0x6cc2	;û¢
0xa3	0x6ece	;û£
0xa4	0x7005	;û¤
0xa5	0x7050	;û¥
0xa6	0x70af	;û¦
0xa7	0x7192	;û§
0xa8	0x73e9	;û¨
0xa9	0x7469	;û©
0xaa	0x834a	;ûª
0xab	0x87a2	;û«
0xac	0x8861	;û¬
0xad	0x9008	;û­
0xae	0x90a2	;û®
0xaf	0x93a3	;û¯
0xb0	0x99a8	;û°
0xb1	0x516e	;û±
0xb2	0x5f57	;û²
0xb3	0x60e0	;û³
0xb4	0x6167	;û´
0xb5	0x66b3	;ûµ
0xb6	0x8559	;û¶
0xb7	0x8e4a	;û·
0xb8	0x91af	;û¸
0xb9	0x978b	;û¹
0xba	0x4e4e	;ûº
0xbb	0x4e92	;û»
0xbc	0x547c	;û¼
0xbd	0x58d5	;û½
0xbe	0x58fa	;û¾
0xbf	0x597d	;û¿
0xc0	0x5cb5	;ûÀ
0xc1	0x5f27	;ûÁ
0xc2	0x6236	;ûÂ
0xc3	0x6248	;ûÃ
0xc4	0x660a	;ûÄ
0xc5	0x6667	;ûÅ
0xc6	0x6beb	;ûÆ
0xc7	0x6d69	;ûÇ
0xc8	0x6dcf	;ûÈ
0xc9	0x6e56	;ûÉ
0xca	0x6ef8	;ûÊ
0xcb	0x6f94	;ûË
0xcc	0x6fe0	;ûÌ
0xcd	0x6fe9	;ûÍ
0xce	0x705d	;ûÎ
0xcf	0x72d0	;ûÏ
0xd0	0x7425	;ûÐ
0xd1	0x745a	;ûÑ
0xd2	0x74e0	;ûÒ
0xd3	0x7693	;ûÓ
0xd4	0x795c	;ûÔ
0xd5	0x7cca	;ûÕ
0xd6	0x7e1e	;ûÖ
0xd7	0x80e1	;û×
0xd8	0x82a6	;ûØ
0xd9	0x846b	;ûÙ
0xda	0x84bf	;ûÚ
0xdb	0x864e	;ûÛ
0xdc	0x865f	;ûÜ
0xdd	0x8774	;ûÝ
0xde	0x8b77	;ûÞ
0xdf	0x8c6a	;ûß
0xe0	0x93ac	;ûà
0xe1	0x9800	;ûá
0xe2	0x9865	;ûâ
0xe3	0x60d1	;ûã
0xe4	0x6216	;ûä
0xe5	0x9177	;ûå
0xe6	0x5a5a	;ûæ
0xe7	0x660f	;ûç
0xe8	0x6df7	;ûè
0xe9	0x6e3e	;ûé
0xea	0x743f	;ûê
0xeb	0x9b42	;ûë
0xec	0x5ffd	;ûì
0xed	0x60da	;ûí
0xee	0x7b0f	;ûî
0xef	0x54c4	;ûï
0xf0	0x5f18	;ûð
0xf1	0x6c5e	;ûñ
0xf2	0x6cd3	;ûò
0xf3	0x6d2a	;ûó
0xf4	0x70d8	;ûô
0xf5	0x7d05	;ûõ
0xf6	0x8679	;ûö
0xf7	0x8a0c	;û÷
0xf8	0x9d3b	;ûø
0xf9	0x5316	;ûù
0xfa	0x548c	;ûú
0xfb	0x5b05	;ûû
0xfc	0x6a3a	;ûü
0xfd	0x706b	;ûý
0xfe	0x7575	;ûþ

DBCSTABLE 94            ;LeadByte = 0xfc

0xa1	0x798d	;ü¡
0xa2	0x79be	;ü¢
0xa3	0x82b1	;ü£
0xa4	0x83ef	;ü¤
0xa5	0x8a71	;ü¥
0xa6	0x8b41	;ü¦
0xa7	0x8ca8	;ü§
0xa8	0x9774	;ü¨
0xa9	0xfa0b	;ü©
0xaa	0x64f4	;üª
0xab	0x652b	;ü«
0xac	0x78ba	;ü¬
0xad	0x78bb	;ü­
0xae	0x7a6b	;ü®
0xaf	0x4e38	;ü¯
0xb0	0x559a	;ü°
0xb1	0x5950	;ü±
0xb2	0x5ba6	;ü²
0xb3	0x5e7b	;ü³
0xb4	0x60a3	;ü´
0xb5	0x63db	;üµ
0xb6	0x6b61	;ü¶
0xb7	0x6665	;ü·
0xb8	0x6853	;ü¸
0xb9	0x6e19	;ü¹
0xba	0x7165	;üº
0xbb	0x74b0	;ü»
0xbc	0x7d08	;ü¼
0xbd	0x9084	;ü½
0xbe	0x9a69	;ü¾
0xbf	0x9c25	;ü¿
0xc0	0x6d3b	;üÀ
0xc1	0x6ed1	;üÁ
0xc2	0x733e	;üÂ
0xc3	0x8c41	;üÃ
0xc4	0x95ca	;üÄ
0xc5	0x51f0	;üÅ
0xc6	0x5e4c	;üÆ
0xc7	0x5fa8	;üÇ
0xc8	0x604d	;üÈ
0xc9	0x60f6	;üÉ
0xca	0x6130	;üÊ
0xcb	0x614c	;üË
0xcc	0x6643	;üÌ
0xcd	0x6644	;üÍ
0xce	0x69a5	;üÎ
0xcf	0x6cc1	;üÏ
0xd0	0x6e5f	;üÐ
0xd1	0x6ec9	;üÑ
0xd2	0x6f62	;üÒ
0xd3	0x714c	;üÓ
0xd4	0x749c	;üÔ
0xd5	0x7687	;üÕ
0xd6	0x7bc1	;üÖ
0xd7	0x7c27	;ü×
0xd8	0x8352	;üØ
0xd9	0x8757	;üÙ
0xda	0x9051	;üÚ
0xdb	0x968d	;üÛ
0xdc	0x9ec3	;üÜ
0xdd	0x532f	;üÝ
0xde	0x56de	;üÞ
0xdf	0x5efb	;üß
0xe0	0x5f8a	;üà
0xe1	0x6062	;üá
0xe2	0x6094	;üâ
0xe3	0x61f7	;üã
0xe4	0x6666	;üä
0xe5	0x6703	;üå
0xe6	0x6a9c	;üæ
0xe7	0x6dee	;üç
0xe8	0x6fae	;üè
0xe9	0x7070	;üé
0xea	0x736a	;üê
0xeb	0x7e6a	;üë
0xec	0x81be	;üì
0xed	0x8334	;üí
0xee	0x86d4	;üî
0xef	0x8aa8	;üï
0xf0	0x8cc4	;üð
0xf1	0x5283	;üñ
0xf2	0x7372	;üò
0xf3	0x5b96	;üó
0xf4	0x6a6b	;üô
0xf5	0x9404	;üõ
0xf6	0x54ee	;üö
0xf7	0x5686	;ü÷
0xf8	0x5b5d	;üø
0xf9	0x6548	;üù
0xfa	0x6585	;üú
0xfb	0x66c9	;üû
0xfc	0x689f	;üü
0xfd	0x6d8d	;üý
0xfe	0x6dc6	;üþ

DBCSTABLE 94            ;LeadByte = 0xfd

0xa1	0x723b	;ý¡
0xa2	0x80b4	;ý¢
0xa3	0x9175	;ý£
0xa4	0x9a4d	;ý¤
0xa5	0x4faf	;ý¥
0xa6	0x5019	;ý¦
0xa7	0x539a	;ý§
0xa8	0x540e	;ý¨
0xa9	0x543c	;ý©
0xaa	0x5589	;ýª
0xab	0x55c5	;ý«
0xac	0x5e3f	;ý¬
0xad	0x5f8c	;ý­
0xae	0x673d	;ý®
0xaf	0x7166	;ý¯
0xb0	0x73dd	;ý°
0xb1	0x9005	;ý±
0xb2	0x52db	;ý²
0xb3	0x52f3	;ý³
0xb4	0x5864	;ý´
0xb5	0x58ce	;ýµ
0xb6	0x7104	;ý¶
0xb7	0x718f	;ý·
0xb8	0x71fb	;ý¸
0xb9	0x85b0	;ý¹
0xba	0x8a13	;ýº
0xbb	0x6688	;ý»
0xbc	0x85a8	;ý¼
0xbd	0x55a7	;ý½
0xbe	0x6684	;ý¾
0xbf	0x714a	;ý¿
0xc0	0x8431	;ýÀ
0xc1	0x5349	;ýÁ
0xc2	0x5599	;ýÂ
0xc3	0x6bc1	;ýÃ
0xc4	0x5f59	;ýÄ
0xc5	0x5fbd	;ýÅ
0xc6	0x63ee	;ýÆ
0xc7	0x6689	;ýÇ
0xc8	0x7147	;ýÈ
0xc9	0x8af1	;ýÉ
0xca	0x8f1d	;ýÊ
0xcb	0x9ebe	;ýË
0xcc	0x4f11	;ýÌ
0xcd	0x643a	;ýÍ
0xce	0x70cb	;ýÎ
0xcf	0x7566	;ýÏ
0xd0	0x8667	;ýÐ
0xd1	0x6064	;ýÑ
0xd2	0x8b4e	;ýÒ
0xd3	0x9df8	;ýÓ
0xd4	0x5147	;ýÔ
0xd5	0x51f6	;ýÕ
0xd6	0x5308	;ýÖ
0xd7	0x6d36	;ý×
0xd8	0x80f8	;ýØ
0xd9	0x9ed1	;ýÙ
0xda	0x6615	;ýÚ
0xdb	0x6b23	;ýÛ
0xdc	0x7098	;ýÜ
0xdd	0x75d5	;ýÝ
0xde	0x5403	;ýÞ
0xdf	0x5c79	;ýß
0xe0	0x7d07	;ýà
0xe1	0x8a16	;ýá
0xe2	0x6b20	;ýâ
0xe3	0x6b3d	;ýã
0xe4	0x6b46	;ýä
0xe5	0x5438	;ýå
0xe6	0x6070	;ýæ
0xe7	0x6d3d	;ýç
0xe8	0x7fd5	;ýè
0xe9	0x8208	;ýé
0xea	0x50d6	;ýê
0xeb	0x51de	;ýë
0xec	0x559c	;ýì
0xed	0x566b	;ýí
0xee	0x56cd	;ýî
0xef	0x59ec	;ýï
0xf0	0x5b09	;ýð
0xf1	0x5e0c	;ýñ
0xf2	0x6199	;ýò
0xf3	0x6198	;ýó
0xf4	0x6231	;ýô
0xf5	0x665e	;ýõ
0xf6	0x66e6	;ýö
0xf7	0x7199	;ý÷
0xf8	0x71b9	;ýø
0xf9	0x71ba	;ýù
0xfa	0x72a7	;ýú
0xfb	0x79a7	;ýû
0xfc	0x7a00	;ýü
0xfd	0x7fb2	;ýý
0xfe	0x8a70	;ýþ


WCTABLE 8650

0x0000	0x0000	;   Null
