CODEPAGE 20001          ;TCA - Taiwan

CPINFO 2 0x3f 0x003f    ;DBCS CP;Default Char = Question Mark

MBTABLE	150

0x00	0x0000	;Null
0x83	0xecbd
0x84	0xecbe
0x85	0xecbf
0x86	0xecc0
0x87	0xecc1
0x88	0xecc2
0x89	0xecc3
0x8a	0xecc4
0x8b	0xecc5
0x8c	0xecc6
0x8d	0xecc7
0x8e	0xecc8
0x8f	0xecc9
0x90	0xecca
0x91	0xeccb
0x92	0xeccc
0x93	0xeccd
0x94	0xecce
0x95	0xeccf
0x96	0xecd0
0x97	0xecd1
0x98	0xecd2
0x99	0xecd3
0x9a	0xecd4
0x9b	0xecd5
0x9c	0xecd6
0x9d	0xecd7
0x9e	0xecd8
0x9f	0xecd9
0xa0	0xecda
0xa1	0xecdb
0xa2	0xecdc
0xa3	0xecdd
0xa4	0xecde
0xa5	0xecdf
0xa6	0xece0
0xa7	0xece1
0xa8	0xece2
0xa9	0xece3
0xaa	0xece4
0xab	0xece5
0xac	0xece6
0xad	0xece7
0xae	0xece8
0xaf	0xece9
0xb0	0xecea
0xb1	0xeceb
0xb2	0xecec
0xb3	0xeced
0xb4	0xecee
0xb5	0xecef
0xb6	0xecf0
0xb7	0xecf1
0xb8	0xecf2
0xb9	0xecf3
0xba	0xecf4
0xbb	0xecf5
0xbc	0xecf6
0xbd	0xecf7
0xbe	0xecf8
0xbf	0xecf9
0xc0	0xecfa
0xc1	0xecfb
0xc2	0xecfc
0xc3	0xecfd
0xc4	0xecfe
0xc5	0xecff
0xc6	0xed00
0xc7	0xed01
0xc8	0xed02
0xc9	0xed03
0xca	0xed04
0xcb	0xed05
0xcc	0xed06
0xcd	0xed07
0xce	0xed08
0xcf	0xed09
0xd0	0xed0a
0xd1	0xed0b
0xd2	0xed0c
0xd3	0xed0d
0xd4	0xed0e
0xd5	0xed0f
0xd6	0xed10
0xd7	0xed11
0xd8	0xed12
0xd9	0xed13
0xda	0xed14
0xdb	0xed15
0xdc	0xed16
0xdd	0xed17
0xde	0xed18
0xdf	0xed19
0xe0	0xed1a
0xe1	0xed1b
0xe2	0xed1c
0xe3	0xed1d
0xe4	0xed1e
0xe5	0xed1f
0xe6	0xed20
0xe7	0xed21
0xe8	0xed22
0xe9	0xed23
0xea	0xed24
0xeb	0xed25
0xec	0xed26
0xed	0xed27
0xee	0xed28
0xef	0xed29
0xf0	0xed2a
0xf1	0xed2b
0xf2	0xed2c
0xf3	0xed2d
0xf4	0xed2e
0xf5	0xed2f
0xf6	0xed30
0xf7	0xed31
0xf8	0xed32
0xf9	0xed33
0xfa	0xed34
0xfb	0xed35
0xfc	0xed36
0xfd	0xed37

DBCSTABLE 188           ;LeadByte = 0xf1

0x30	0xed38
0x31	0xed39
0x32	0xed3a
0x33	0xed3b
0x34	0xed3c
0x35	0xed3d
0x36	0xed3e
0x37	0xed3f
0x38	0xed40
0x39	0xed41
0x41	0xed42
0x42	0xed43
0x43	0xed44
0x44	0xed45
0x45	0xed46
0x46	0xed47
0x47	0xed48
0x48	0xed49
0x49	0xed4a
0x4a	0xed4b
0x4b	0xed4c
0x4c	0xed4d
0x4d	0xed4e
0x4e	0xed4f
0x4f	0xed50
0x50	0xed51
0x51	0xed52
0x52	0xed53
0x53	0xed54
0x54	0xed55
0x55	0xed56
0x56	0xed57
0x57	0xed58
0x58	0xed59
0x59	0xed5a
0x5a	0xed5b
0x61	0xed5c
0x62	0xed5d
0x63	0xed5e
0x64	0xed5f
0x65	0xed60
0x66	0xed61
0x67	0xed62
0x68	0xed63
0x69	0xed64
0x6a	0xed65
0x6b	0xed66
0x6c	0xed67
0x6d	0xed68
0x6e	0xed69
0x6f	0xed6a
0x70	0xed6b
0x71	0xed6c
0x72	0xed6d
0x73	0xed6e
0x74	0xed6f
0x75	0xed70
0x76	0xed71
0x77	0xed72
0x78	0xed73
0x79	0xed74
0x7a	0xed75
0x80	0xed76
0x81	0xed77
0x82	0xed78
0x83	0xed79
0x84	0xed7a
0x85	0xed7b
0x86	0xed7c
0x87	0xed7d
0x88	0xed7e
0x89	0xed7f
0x8a	0xed80
0x8b	0xed81
0x8c	0xed82
0x8d	0xed83
0x8e	0xed84
0x8f	0xed85
0x90	0xed86
0x91	0xed87
0x92	0xed88
0x93	0xed89
0x94	0xed8a
0x95	0xed8b
0x96	0xed8c
0x97	0xed8d
0x98	0xed8e
0x99	0xed8f
0x9a	0xed90
0x9b	0xed91
0x9c	0xed92
0x9d	0xed93
0x9e	0xed94
0x9f	0xed95
0xa0	0xed96
0xa1	0xed97
0xa2	0xed98
0xa3	0xed99
0xa4	0xed9a
0xa5	0xed9b
0xa6	0xed9c
0xa7	0xed9d
0xa8	0xed9e
0xa9	0xed9f
0xaa	0xeda0
0xab	0xeda1
0xac	0xeda2
0xad	0xeda3
0xae	0xeda4
0xaf	0xeda5
0xb0	0xeda6
0xb1	0xeda7
0xb2	0xeda8
0xb3	0xeda9
0xb4	0xedaa
0xb5	0xedab
0xb6	0xedac
0xb7	0xedad
0xb8	0xedae
0xb9	0xedaf
0xba	0xedb0
0xbb	0xedb1
0xbc	0xedb2
0xbd	0xedb3
0xbe	0xedb4
0xbf	0xedb5
0xc0	0xedb6
0xc1	0xedb7
0xc2	0xedb8
0xc3	0xedb9
0xc4	0xedba
0xc5	0xedbb
0xc6	0xedbc
0xc7	0xedbd
0xc8	0xedbe
0xc9	0xedbf
0xca	0xedc0
0xcb	0xedc1
0xcc	0xedc2
0xcd	0xedc3
0xce	0xedc4
0xcf	0xedc5
0xd0	0xedc6
0xd1	0xedc7
0xd2	0xedc8
0xd3	0xedc9
0xd4	0xedca
0xd5	0xedcb
0xd6	0xedcc
0xd7	0xedcd
0xd8	0xedce
0xd9	0xedcf
0xda	0xedd0
0xdb	0xedd1
0xdc	0xedd2
0xdd	0xedd3
0xde	0xedd4
0xdf	0xedd5
0xe0	0xedd6
0xe1	0xedd7
0xe2	0xedd8
0xe3	0xedd9
0xe4	0xedda
0xe5	0xeddb
0xe6	0xeddc
0xe7	0xeddd
0xe8	0xedde
0xe9	0xeddf
0xea	0xede0
0xeb	0xede1
0xec	0xede2
0xed	0xede3
0xee	0xede4
0xef	0xede5
0xf0	0xede6
0xf1	0xede7
0xf2	0xede8
0xf3	0xede9
0xf4	0xedea
0xf5	0xedeb
0xf6	0xedec
0xf7	0xeded
0xf8	0xedee
0xf9	0xedef
0xfa	0xedf0
0xfb	0xedf1
0xfc	0xedf2
0xfd	0xedf3

DBCSTABLE 188           ;LeadByte = 0xf2

0x30	0xedf4
0x31	0xedf5
0x32	0xedf6
0x33	0xedf7
0x34	0xedf8
0x35	0xedf9
0x36	0xedfa
0x37	0xedfb
0x38	0xedfc
0x39	0xedfd
0x41	0xedfe
0x42	0xedff
0x43	0xee00
0x44	0xee01
0x45	0xee02
0x46	0xee03
0x47	0xee04
0x48	0xee05
0x49	0xee06
0x4a	0xee07
0x4b	0xee08
0x4c	0xee09
0x4d	0xee0a
0x4e	0xee0b
0x4f	0xee0c
0x50	0xee0d
0x51	0xee0e
0x52	0xee0f
0x53	0xee10
0x54	0xee11
0x55	0xee12
0x56	0xee13
0x57	0xee14
0x58	0xee15
0x59	0xee16
0x5a	0xee17
0x61	0xee18
0x62	0xee19
0x63	0xee1a
0x64	0xee1b
0x65	0xee1c
0x66	0xee1d
0x67	0xee1e
0x68	0xee1f
0x69	0xee20
0x6a	0xee21
0x6b	0xee22
0x6c	0xee23
0x6d	0xee24
0x6e	0xee25
0x6f	0xee26
0x70	0xee27
0x71	0xee28
0x72	0xee29
0x73	0xee2a
0x74	0xee2b
0x75	0xee2c
0x76	0xee2d
0x77	0xee2e
0x78	0xee2f
0x79	0xee30
0x7a	0xee31
0x80	0xee32
0x81	0xee33
0x82	0xee34
0x83	0xee35
0x84	0xee36
0x85	0xee37
0x86	0xee38
0x87	0xee39
0x88	0xee3a
0x89	0xee3b
0x8a	0xee3c
0x8b	0xee3d
0x8c	0xee3e
0x8d	0xee3f
0x8e	0xee40
0x8f	0xee41
0x90	0xee42
0x91	0xee43
0x92	0xee44
0x93	0xee45
0x94	0xee46
0x95	0xee47
0x96	0xee48
0x97	0xee49
0x98	0xee4a
0x99	0xee4b
0x9a	0xee4c
0x9b	0xee4d
0x9c	0xee4e
0x9d	0xee4f
0x9e	0xee50
0x9f	0xee51
0xa0	0xee52
0xa1	0xee53
0xa2	0xee54
0xa3	0xee55
0xa4	0xee56
0xa5	0xee57
0xa6	0xee58
0xa7	0xee59
0xa8	0xee5a
0xa9	0xee5b
0xaa	0xee5c
0xab	0xee5d
0xac	0xee5e
0xad	0xee5f
0xae	0xee60
0xaf	0xee61
0xb0	0xee62
0xb1	0xee63
0xb2	0xee64
0xb3	0xee65
0xb4	0xee66
0xb5	0xee67
0xb6	0xee68
0xb7	0xee69
0xb8	0xee6a
0xb9	0xee6b
0xba	0xee6c
0xbb	0xee6d
0xbc	0xee6e
0xbd	0xee6f
0xbe	0xee70
0xbf	0xee71
0xc0	0xee72
0xc1	0xee73
0xc2	0xee74
0xc3	0xee75
0xc4	0xee76
0xc5	0xee77
0xc6	0xee78
0xc7	0xee79
0xc8	0xee7a
0xc9	0xee7b
0xca	0xee7c
0xcb	0xee7d
0xcc	0xee7e
0xcd	0xee7f
0xce	0xee80
0xcf	0xee81
0xd0	0xee82
0xd1	0xee83
0xd2	0xee84
0xd3	0xee85
0xd4	0xee86
0xd5	0xee87
0xd6	0xee88
0xd7	0xee89
0xd8	0xee8a
0xd9	0xee8b
0xda	0xee8c
0xdb	0xee8d
0xdc	0xee8e
0xdd	0xee8f
0xde	0xee90
0xdf	0xee91
0xe0	0xee92
0xe1	0xee93
0xe2	0xee94
0xe3	0xee95
0xe4	0xee96
0xe5	0xee97
0xe6	0xee98
0xe7	0xee99
0xe8	0xee9a
0xe9	0xee9b
0xea	0xee9c
0xeb	0xee9d
0xec	0xee9e
0xed	0xee9f
0xee	0xeea0
0xef	0xeea1
0xf0	0xeea2
0xf1	0xeea3
0xf2	0xeea4
0xf3	0xeea5
0xf4	0xeea6
0xf5	0xeea7
0xf6	0xeea8
0xf7	0xeea9
0xf8	0xeeaa
0xf9	0xeeab
0xfa	0xeeac
0xfb	0xeead
0xfc	0xeeae
0xfd	0xeeaf

DBCSTABLE 188           ;LeadByte = 0xf3

0x30	0xeeb0
0x31	0xeeb1
0x32	0xeeb2
0x33	0xeeb3
0x34	0xeeb4
0x35	0xeeb5
0x36	0xeeb6
0x37	0xeeb7
0x38	0xeeb8
0x39	0xeeb9
0x41	0xeeba
0x42	0xeebb
0x43	0xeebc
0x44	0xeebd
0x45	0xeebe
0x46	0xeebf
0x47	0xeec0
0x48	0xeec1
0x49	0xeec2
0x4a	0xeec3
0x4b	0xeec4
0x4c	0xeec5
0x4d	0xeec6
0x4e	0xeec7
0x4f	0xeec8
0x50	0xeec9
0x51	0xeeca
0x52	0xeecb
0x53	0xeecc
0x54	0xeecd
0x55	0xeece
0x56	0xeecf
0x57	0xeed0
0x58	0xeed1
0x59	0xeed2
0x5a	0xeed3
0x61	0xeed4
0x62	0xeed5
0x63	0xeed6
0x64	0xeed7
0x65	0xeed8
0x66	0xeed9
0x67	0xeeda
0x68	0xeedb
0x69	0xeedc
0x6a	0xeedd
0x6b	0xeede
0x6c	0xeedf
0x6d	0xeee0
0x6e	0xeee1
0x6f	0xeee2
0x70	0xeee3
0x71	0xeee4
0x72	0xeee5
0x73	0xeee6
0x74	0xeee7
0x75	0xeee8
0x76	0xeee9
0x77	0xeeea
0x78	0xeeeb
0x79	0xeeec
0x7a	0xeeed
0x80	0xeeee
0x81	0xeeef
0x82	0xeef0
0x83	0xeef1
0x84	0xeef2
0x85	0xeef3
0x86	0xeef4
0x87	0xeef5
0x88	0xeef6
0x89	0xeef7
0x8a	0xeef8
0x8b	0xeef9
0x8c	0xeefa
0x8d	0xeefb
0x8e	0xeefc
0x8f	0xeefd
0x90	0xeefe
0x91	0xeeff
0x92	0xef00
0x93	0xef01
0x94	0xef02
0x95	0xef03
0x96	0xef04
0x97	0xef05
0x98	0xef06
0x99	0xef07
0x9a	0xef08
0x9b	0xef09
0x9c	0xef0a
0x9d	0xef0b
0x9e	0xef0c
0x9f	0xef0d
0xa0	0xef0e
0xa1	0xef0f
0xa2	0xef10
0xa3	0xef11
0xa4	0xef12
0xa5	0xef13
0xa6	0xef14
0xa7	0xef15
0xa8	0xef16
0xa9	0xef17
0xaa	0xef18
0xab	0xef19
0xac	0xef1a
0xad	0xef1b
0xae	0xef1c
0xaf	0xef1d
0xb0	0xef1e
0xb1	0xef1f
0xb2	0xef20
0xb3	0xef21
0xb4	0xef22
0xb5	0xef23
0xb6	0xef24
0xb7	0xef25
0xb8	0xef26
0xb9	0xef27
0xba	0xef28
0xbb	0xef29
0xbc	0xef2a
0xbd	0xef2b
0xbe	0xef2c
0xbf	0xef2d
0xc0	0xef2e
0xc1	0xef2f
0xc2	0xef30
0xc3	0xef31
0xc4	0xef32
0xc5	0xef33
0xc6	0xef34
0xc7	0xef35
0xc8	0xef36
0xc9	0xef37
0xca	0xef38
0xcb	0xef39
0xcc	0xef3a
0xcd	0xef3b
0xce	0xef3c
0xcf	0xef3d
0xd0	0xef3e
0xd1	0xef3f
0xd2	0xef40
0xd3	0xef41
0xd4	0xef42
0xd5	0xef43
0xd6	0xef44
0xd7	0xef45
0xd8	0xef46
0xd9	0xef47
0xda	0xef48
0xdb	0xef49
0xdc	0xef4a
0xdd	0xef4b
0xde	0xef4c
0xdf	0xef4d
0xe0	0xef4e
0xe1	0xef4f
0xe2	0xef50
0xe3	0xef51
0xe4	0xef52
0xe5	0xef53
0xe6	0xef54
0xe7	0xef55
0xe8	0xef56
0xe9	0xef57
0xea	0xef58
0xeb	0xef59
0xec	0xef5a
0xed	0xef5b
0xee	0xef5c
0xef	0xef5d
0xf0	0xef5e
0xf1	0xef5f
0xf2	0xef60
0xf3	0xef61
0xf4	0xef62
0xf5	0xef63
0xf6	0xef64
0xf7	0xef65
0xf8	0xef66
0xf9	0xef67
0xfa	0xef68
0xfb	0xef69
0xfc	0xef6a
0xfd	0xef6b

DBCSTABLE 188           ;LeadByte = 0xf4

0x30	0xef6c
0x31	0xef6d
0x32	0xef6e
0x33	0xef6f
0x34	0xef70
0x35	0xef71
0x36	0xef72
0x37	0xef73
0x38	0xef74
0x39	0xef75
0x41	0xef76
0x42	0xef77
0x43	0xef78
0x44	0xef79
0x45	0xef7a
0x46	0xef7b
0x47	0xef7c
0x48	0xef7d
0x49	0xef7e
0x4a	0xef7f
0x4b	0xef80
0x4c	0xef81
0x4d	0xef82
0x4e	0xef83
0x4f	0xef84
0x50	0xef85
0x51	0xef86
0x52	0xef87
0x53	0xef88
0x54	0xef89
0x55	0xef8a
0x56	0xef8b
0x57	0xef8c
0x58	0xef8d
0x59	0xef8e
0x5a	0xef8f
0x61	0xef90
0x62	0xef91
0x63	0xef92
0x64	0xef93
0x65	0xef94
0x66	0xef95
0x67	0xef96
0x68	0xef97
0x69	0xef98
0x6a	0xef99
0x6b	0xef9a
0x6c	0xef9b
0x6d	0xef9c
0x6e	0xef9d
0x6f	0xef9e
0x70	0xef9f
0x71	0xefa0
0x72	0xefa1
0x73	0xefa2
0x74	0xefa3
0x75	0xefa4
0x76	0xefa5
0x77	0xefa6
0x78	0xefa7
0x79	0xefa8
0x7a	0xefa9
0x80	0xefaa
0x81	0xefab
0x82	0xefac
0x83	0xefad
0x84	0xefae
0x85	0xefaf
0x86	0xefb0
0x87	0xefb1
0x88	0xefb2
0x89	0xefb3
0x8a	0xefb4
0x8b	0xefb5
0x8c	0xefb6
0x8d	0xefb7
0x8e	0xefb8
0x8f	0xefb9
0x90	0xefba
0x91	0xefbb
0x92	0xefbc
0x93	0xefbd
0x94	0xefbe
0x95	0xefbf
0x96	0xefc0
0x97	0xefc1
0x98	0xefc2
0x99	0xefc3
0x9a	0xefc4
0x9b	0xefc5
0x9c	0xefc6
0x9d	0xefc7
0x9e	0xefc8
0x9f	0xefc9
0xa0	0xefca
0xa1	0xefcb
0xa2	0xefcc
0xa3	0xefcd
0xa4	0xefce
0xa5	0xefcf
0xa6	0xefd0
0xa7	0xefd1
0xa8	0xefd2
0xa9	0xefd3
0xaa	0xefd4
0xab	0xefd5
0xac	0xefd6
0xad	0xefd7
0xae	0xefd8
0xaf	0xefd9
0xb0	0xefda
0xb1	0xefdb
0xb2	0xefdc
0xb3	0xefdd
0xb4	0xefde
0xb5	0xefdf
0xb6	0xefe0
0xb7	0xefe1
0xb8	0xefe2
0xb9	0xefe3
0xba	0xefe4
0xbb	0xefe5
0xbc	0xefe6
0xbd	0xefe7
0xbe	0xefe8
0xbf	0xefe9
0xc0	0xefea
0xc1	0xefeb
0xc2	0xefec
0xc3	0xefed
0xc4	0xefee
0xc5	0xefef
0xc6	0xeff0
0xc7	0xeff1
0xc8	0xeff2
0xc9	0xeff3
0xca	0xeff4
0xcb	0xeff5
0xcc	0xeff6
0xcd	0xeff7
0xce	0xeff8
0xcf	0xeff9
0xd0	0xeffa
0xd1	0xeffb
0xd2	0xeffc
0xd3	0xeffd
0xd4	0xeffe
0xd5	0xefff
0xd6	0xf000
0xd7	0xf001
0xd8	0xf002
0xd9	0xf003
0xda	0xf004
0xdb	0xf005
0xdc	0xf006
0xdd	0xf007
0xde	0xf008
0xdf	0xf009
0xe0	0xf00a
0xe1	0xf00b
0xe2	0xf00c
0xe3	0xf00d
0xe4	0xf00e
0xe5	0xf00f
0xe6	0xf010
0xe7	0xf011
0xe8	0xf012
0xe9	0xf013
0xea	0xf014
0xeb	0xf015
0xec	0xf016
0xed	0xf017
0xee	0xf018
0xef	0xf019
0xf0	0xf01a
0xf1	0xf01b
0xf2	0xf01c
0xf3	0xf01d
0xf4	0xf01e
0xf5	0xf01f
0xf6	0xf020
0xf7	0xf021
0xf8	0xf022
0xf9	0xf023
0xfa	0xf024
0xfb	0xf025
0xfc	0xf026
0xfd	0xf027

DBCSTABLE 188           ;LeadByte = 0xf5

0x30	0xf028
0x31	0xf029
0x32	0xf02a
0x33	0xf02b
0x34	0xf02c
0x35	0xf02d
0x36	0xf02e
0x37	0xf02f
0x38	0xf030
0x39	0xf031
0x41	0xf032
0x42	0xf033
0x43	0xf034
0x44	0xf035
0x45	0xf036
0x46	0xf037
0x47	0xf038
0x48	0xf039
0x49	0xf03a
0x4a	0xf03b
0x4b	0xf03c
0x4c	0xf03d
0x4d	0xf03e
0x4e	0xf03f
0x4f	0xf040
0x50	0xf041
0x51	0xf042
0x52	0xf043
0x53	0xf044
0x54	0xf045
0x55	0xf046
0x56	0xf047
0x57	0xf048
0x58	0xf049
0x59	0xf04a
0x5a	0xf04b
0x61	0xf04c
0x62	0xf04d
0x63	0xf04e
0x64	0xf04f
0x65	0xf050
0x66	0xf051
0x67	0xf052
0x68	0xf053
0x69	0xf054
0x6a	0xf055
0x6b	0xf056
0x6c	0xf057
0x6d	0xf058
0x6e	0xf059
0x6f	0xf05a
0x70	0xf05b
0x71	0xf05c
0x72	0xf05d
0x73	0xf05e
0x74	0xf05f
0x75	0xf060
0x76	0xf061
0x77	0xf062
0x78	0xf063
0x79	0xf064
0x7a	0xf065
0x80	0xf066
0x81	0xf067
0x82	0xf068
0x83	0xf069
0x84	0xf06a
0x85	0xf06b
0x86	0xf06c
0x87	0xf06d
0x88	0xf06e
0x89	0xf06f
0x8a	0xf070
0x8b	0xf071
0x8c	0xf072
0x8d	0xf073
0x8e	0xf074
0x8f	0xf075
0x90	0xf076
0x91	0xf077
0x92	0xf078
0x93	0xf079
0x94	0xf07a
0x95	0xf07b
0x96	0xf07c
0x97	0xf07d
0x98	0xf07e
0x99	0xf07f
0x9a	0xf080
0x9b	0xf081
0x9c	0xf082
0x9d	0xf083
0x9e	0xf084
0x9f	0xf085
0xa0	0xf086
0xa1	0xf087
0xa2	0xf088
0xa3	0xf089
0xa4	0xf08a
0xa5	0xf08b
0xa6	0xf08c
0xa7	0xf08d
0xa8	0xf08e
0xa9	0xf08f
0xaa	0xf090
0xab	0xf091
0xac	0xf092
0xad	0xf093
0xae	0xf094
0xaf	0xf095
0xb0	0xf096
0xb1	0xf097
0xb2	0xf098
0xb3	0xf099
0xb4	0xf09a
0xb5	0xf09b
0xb6	0xf09c
0xb7	0xf09d
0xb8	0xf09e
0xb9	0xf09f
0xba	0xf0a0
0xbb	0xf0a1
0xbc	0xf0a2
0xbd	0xf0a3
0xbe	0xf0a4
0xbf	0xf0a5
0xc0	0xf0a6
0xc1	0xf0a7
0xc2	0xf0a8
0xc3	0xf0a9
0xc4	0xf0aa
0xc5	0xf0ab
0xc6	0xf0ac
0xc7	0xf0ad
0xc8	0xf0ae
0xc9	0xf0af
0xca	0xf0b0
0xcb	0xf0b1
0xcc	0xf0b2
0xcd	0xf0b3
0xce	0xf0b4
0xcf	0xf0b5
0xd0	0xf0b6
0xd1	0xf0b7
0xd2	0xf0b8
0xd3	0xf0b9
0xd4	0xf0ba
0xd5	0xf0bb
0xd6	0xf0bc
0xd7	0xf0bd
0xd8	0xf0be
0xd9	0xf0bf
0xda	0xf0c0
0xdb	0xf0c1
0xdc	0xf0c2
0xdd	0xf0c3
0xde	0xf0c4
0xdf	0xf0c5
0xe0	0xf0c6
0xe1	0xf0c7
0xe2	0xf0c8
0xe3	0xf0c9
0xe4	0xf0ca
0xe5	0xf0cb
0xe6	0xf0cc
0xe7	0xf0cd
0xe8	0xf0ce
0xe9	0xf0cf
0xea	0xf0d0
0xeb	0xf0d1
0xec	0xf0d2
0xed	0xf0d3
0xee	0xf0d4
0xef	0xf0d5
0xf0	0xf0d6
0xf1	0xf0d7
0xf2	0xf0d8
0xf3	0xf0d9
0xf4	0xf0da
0xf5	0xf0db
0xf6	0xf0dc
0xf7	0xf0dd
0xf8	0xf0de
0xf9	0xf0df
0xfa	0xf0e0
0xfb	0xf0e1
0xfc	0xf0e2
0xfd	0xf0e3

DBCSTABLE 188           ;LeadByte = 0xf6

0x30	0xf0e4
0x31	0xf0e5
0x32	0xf0e6
0x33	0xf0e7
0x34	0xf0e8
0x35	0xf0e9
0x36	0xf0ea
0x37	0xf0eb
0x38	0xf0ec
0x39	0xf0ed
0x41	0xf0ee
0x42	0xf0ef
0x43	0xf0f0
0x44	0xf0f1
0x45	0xf0f2
0x46	0xf0f3
0x47	0xf0f4
0x48	0xf0f5
0x49	0xf0f6
0x4a	0xf0f7
0x4b	0xf0f8
0x4c	0xf0f9
0x4d	0xf0fa
0x4e	0xf0fb
0x4f	0xf0fc
0x50	0xf0fd
0x51	0xf0fe
0x52	0xf0ff
0x53	0xf100
0x54	0xf101
0x55	0xf102
0x56	0xf103
0x57	0xf104
0x58	0xf105
0x59	0xf106
0x5a	0xf107
0x61	0xf108
0x62	0xf109
0x63	0xf10a
0x64	0xf10b
0x65	0xf10c
0x66	0xf10d
0x67	0xf10e
0x68	0xf10f
0x69	0xf110
0x6a	0xf111
0x6b	0xf112
0x6c	0xf113
0x6d	0xf114
0x6e	0xf115
0x6f	0xf116
0x70	0xf117
0x71	0xf118
0x72	0xf119
0x73	0xf11a
0x74	0xf11b
0x75	0xf11c
0x76	0xf11d
0x77	0xf11e
0x78	0xf11f
0x79	0xf120
0x7a	0xf121
0x80	0xf122
0x81	0xf123
0x82	0xf124
0x83	0xf125
0x84	0xf126
0x85	0xf127
0x86	0xf128
0x87	0xf129
0x88	0xf12a
0x89	0xf12b
0x8a	0xf12c
0x8b	0xf12d
0x8c	0xf12e
0x8d	0xf12f
0x8e	0xf130
0x8f	0xf131
0x90	0xf132
0x91	0xf133
0x92	0xf134
0x93	0xf135
0x94	0xf136
0x95	0xf137
0x96	0xf138
0x97	0xf139
0x98	0xf13a
0x99	0xf13b
0x9a	0xf13c
0x9b	0xf13d
0x9c	0xf13e
0x9d	0xf13f
0x9e	0xf140
0x9f	0xf141
0xa0	0xf142
0xa1	0xf143
0xa2	0xf144
0xa3	0xf145
0xa4	0xf146
0xa5	0xf147
0xa6	0xf148
0xa7	0xf149
0xa8	0xf14a
0xa9	0xf14b
0xaa	0xf14c
0xab	0xf14d
0xac	0xf14e
0xad	0xf14f
0xae	0xf150
0xaf	0xf151
0xb0	0xf152
0xb1	0xf153
0xb2	0xf154
0xb3	0xf155
0xb4	0xf156
0xb5	0xf157
0xb6	0xf158
0xb7	0xf159
0xb8	0xf15a
0xb9	0xf15b
0xba	0xf15c
0xbb	0xf15d
0xbc	0xf15e
0xbd	0xf15f
0xbe	0xf160
0xbf	0xf161
0xc0	0xf162
0xc1	0xf163
0xc2	0xf164
0xc3	0xf165
0xc4	0xf166
0xc5	0xf167
0xc6	0xf168
0xc7	0xf169
0xc8	0xf16a
0xc9	0xf16b
0xca	0xf16c
0xcb	0xf16d
0xcc	0xf16e
0xcd	0xf16f
0xce	0xf170
0xcf	0xf171
0xd0	0xf172
0xd1	0xf173
0xd2	0xf174
0xd3	0xf175
0xd4	0xf176
0xd5	0xf177
0xd6	0xf178
0xd7	0xf179
0xd8	0xf17a
0xd9	0xf17b
0xda	0xf17c
0xdb	0xf17d
0xdc	0xf17e
0xdd	0xf17f
0xde	0xf180
0xdf	0xf181
0xe0	0xf182
0xe1	0xf183
0xe2	0xf184
0xe3	0xf185
0xe4	0xf186
0xe5	0xf187
0xe6	0xf188
0xe7	0xf189
0xe8	0xf18a
0xe9	0xf18b
0xea	0xf18c
0xeb	0xf18d
0xec	0xf18e
0xed	0xf18f
0xee	0xf190
0xef	0xf191
0xf0	0xf192
0xf1	0xf193
0xf2	0xf194
0xf3	0xf195
0xf4	0xf196
0xf5	0xf197
0xf6	0xf198
0xf7	0xf199
0xf8	0xf19a
0xf9	0xf19b
0xfa	0xf19c
0xfb	0xf19d
0xfc	0xf19e
0xfd	0xf19f

DBCSTABLE 188           ;LeadByte = 0xf7

0x30	0xf1a0
0x31	0xf1a1
0x32	0xf1a2
0x33	0xf1a3
0x34	0xf1a4
0x35	0xf1a5
0x36	0xf1a6
0x37	0xf1a7
0x38	0xf1a8
0x39	0xf1a9
0x41	0xf1aa
0x42	0xf1ab
0x43	0xf1ac
0x44	0xf1ad
0x45	0xf1ae
0x46	0xf1af
0x47	0xf1b0
0x48	0xf1b1
0x49	0xf1b2
0x4a	0xf1b3
0x4b	0xf1b4
0x4c	0xf1b5
0x4d	0xf1b6
0x4e	0xf1b7
0x4f	0xf1b8
0x50	0xf1b9
0x51	0xf1ba
0x52	0xf1bb
0x53	0xf1bc
0x54	0xf1bd
0x55	0xf1be
0x56	0xf1bf
0x57	0xf1c0
0x58	0xf1c1
0x59	0xf1c2
0x5a	0xf1c3
0x61	0xf1c4
0x62	0xf1c5
0x63	0xf1c6
0x64	0xf1c7
0x65	0xf1c8
0x66	0xf1c9
0x67	0xf1ca
0x68	0xf1cb
0x69	0xf1cc
0x6a	0xf1cd
0x6b	0xf1ce
0x6c	0xf1cf
0x6d	0xf1d0
0x6e	0xf1d1
0x6f	0xf1d2
0x70	0xf1d3
0x71	0xf1d4
0x72	0xf1d5
0x73	0xf1d6
0x74	0xf1d7
0x75	0xf1d8
0x76	0xf1d9
0x77	0xf1da
0x78	0xf1db
0x79	0xf1dc
0x7a	0xf1dd
0x80	0xf1de
0x81	0xf1df
0x82	0xf1e0
0x83	0xf1e1
0x84	0xf1e2
0x85	0xf1e3
0x86	0xf1e4
0x87	0xf1e5
0x88	0xf1e6
0x89	0xf1e7
0x8a	0xf1e8
0x8b	0xf1e9
0x8c	0xf1ea
0x8d	0xf1eb
0x8e	0xf1ec
0x8f	0xf1ed
0x90	0xf1ee
0x91	0xf1ef
0x92	0xf1f0
0x93	0xf1f1
0x94	0xf1f2
0x95	0xf1f3
0x96	0xf1f4
