CODEPAGE 20000          ;CNS - Taiwan

CPINFO 2 0x3f 0x003f    ;DBCS CP;Default Char = Question Mark

MBTABLE	162

0x00	0x0000	;Null
0x58bd	0xd654	;éJ
0x58be	0xf0ca	;¾Á
0x58bf	0xd656	;éL
0x58c1	0xf0c9	;¾À
0x58c2	0xd658	;éN
0x58c5	0xf0cc	;¾Ã
0x58c6	0xd65a	;éP
0x58c7	0xf0cb	;¾Â
0x58c8	0xd653	;éI
0x58c9	0xd655	;éK
0x58ce	0xf3ce	;À¥
0x58cf	0xdc58	;ìÌ
0x58d1	0xf3cd	;À¤
0x58d2	0xdc59	;ìÍ
0x58d3	0xf3cc	;À£
0x58d4	0xdc57	;ìË
0x58d5	0xf3cb	;À¢
0x58d6	0xdc56	;ìÊ
0x58d8	0xf6bf	;ÂS
0x58d9	0xf6be	;ÂR
0x58da	0xe542	;ñö
0x58db	0xe544	;ñø
0x58dd	0xe543	;ñ÷
0x58de	0xf8ae	;Ãa
0x58df	0xf8af	;Ãb
0x58e2	0xf8b0	;Ãc
0x58e3	0xe86e	;ôB
0x58e4	0xf9e6	;Ä[
0x58e7	0xef22	;÷Ó
0x58e8	0xef21	;÷Ò
0x58e9	0xfcde	;Åò
0x58eb	0xc4c9	;¤h
0x58ec	0xc5b1	;¤Ð
0x58ef	0xc9e7	;§§
0x58f4	0xa960	;Î_
0x58f9	0xdee2	;³ü
0x58fa	0xdee3	;³ý
0x58fc	0xc239	;Üò
0x58fd	0xe8c0	;¹Ø
0x58fe	0xc950	;ái
0x58ff	0xcf7a	;åS
0x5902	0xa7c2	;?x
0x5903	0xa13a	;ÉZ
0x5906	0xa350	;Ê°
0x590c	0xa623	;ÌB
0x590d	0xa961	;Î`
0x590e	0xae5b	;ÑY
0x590f	0xd4ee	;®L
0x5912	0xe545	;ñù
0x5914	0xfae7	;ÄÜ
0x5915	0xc4ca	;¤i
0x5916	0xc6c0	;¥~
0x5917	0xa151	;Ép
0x5919	0xc7e8	;¦g
0x591a	0xc7e9	;¦h
0x591c	0xccdf	;©]
0x5920	0xd9dc	;°÷
0x5922	0xe8c2	;¹Ú
0x5924	0xe8c3	;¹Û
0x5925	0xe8c1	;¹Ù
0x5927	0xc4cb	;¤j
0x5929	0xc5b2	;¤Ñ
0x592a	0xc5b4	;¤Ó
0x592b	0xc5b3	;¤Ò
0x592c	0xa13b	;É[
0x592d	0xc5b5	;¤Ô
0x592e	0xc6c1	;¥¡
0x592f	0xa152	;Éq
0x5931	0xc6c2	;¥¢
0x5937	0xc7ea	;¦i
0x5938	0xc7eb	;¦j
0x593c	0xa22b	;ÉË
0x593e	0xc9e8	;§¨
0x5940	0xa351	;Ê±
0x5944	0xcce3	;©a
0x5945	0xa624	;ÌC
0x5947	0xcce1	;©_
0x5948	0xcce2	;©`
0x5949	0xcce0	;©^
0x594a	0xae5c	;ÑZ
0x594e	0xd0d8	;«¶
0x594f	0xd0d7	;«µ
0x5950	0xd0d9	;«·
0x5951	0xd0d6	;«´
0x5953	0xa962	;Îa
0x5954	0xcce4	;©b
0x5955	0xd0d5	;«³
0x5957	0xd4ef	;®M
0x5958	0xd4f0	;®N
0x595a	0xd4f1	;®O
0x595c	0xb450	;ÔÍ
0x5960	0xdee4	;³þ
0x5961	0xba76	;Ø´
0x5962	0xd9dd	;°ø
0x5967	0xe3df	;¶ø
0x5969	0xe8c5	;¹Ý
0x596a	0xe8c4	;¹Ü
0x596b	0xc951	;áj
0x596d	0xecc7	;¼]
0x596e	0xf0cd	;¾Ä
0x5970	0xe14c	;ïÀ
0x5971	0xed48	;öÚ
0x5972	0xef23	;÷Ô
0x5973	0xc4cc	;¤k
0x5974	0xc6c3	;¥£
0x5976	0xc6c4	;¥¤
0x5977	0xa231	;ÉÑ
0x5978	0xc7ed	;¦l
0x5979	0xc7f0	;¦o
0x597b	0xa22f	;ÉÏ
0x597c	0xa22d	;ÉÍ
0x597d	0xc7ef	;¦n
0x597e	0xa230	;ÉÐ
0x597f	0xa232	;ÉÒ
0x5980	0xa22c	;ÉÌ
0x5981	0xc7f2	;¦q
0x5982	0xc7f1	;¦p
0x5983	0xc7ee	;¦m
0x5984	0xc7ec	;¦k
0x5985	0xa22e	;ÉÎ
0x598a	0xc9f3	;§³
0x598d	0xc9f0	;§°
0x598e	0xa356	;Ê¶
0x598f	0xa359	;Ê¹
0x5990	0xa358	;Ê¸
0x5992	0xc9ea	;§ª
0x5993	0xc9f2	;§²
0x5996	0xc9ef	;§¯
0x5997	0xa355	;Êµ
0x5998	0xa353	;Ê³
0x5999	0xc9ee	;§®
0x599d	0xc9e9	;§©
0x599e	0xc9ec	;§¬
0x59a0	0xa354	;Ê´
0x59a1	0xa35b	;Ê»
0x59a2	0xa357	;Ê·
0x59a3	0xc9ed	;§­
0x59a4	0xc9f1	;§±
0x59a5	0xc9f4	;§´
0x59a6	0xa352	;Ê²
0x59a7	0xa35a	;Êº
0x59a8	0xc9eb	;§«
0x59ae	0xcce9	;©g
0x59af	0xccf1	;©o
0x59b1	0xa630	;ÌO
0x59b2	0xa629	;ÌH
0x59b3	0xccf2	;©p
0x59b4	0xa634	;ÌS
0x59b5	0xa625	;ÌD
0x59b6	0xa62c	;ÌK
0x59b9	0xcce8	;©f
0x59ba	0xa626	;ÌE
0x59bb	0xcce6	;©d
0x59bc	0xa62d	;ÌL
0x59bd	0xa631	;ÌP
0x59be	0xcce5	;©c
0x59c0	0xa632	;ÌQ
0x59c1	0xa62b	;ÌJ
0x59c3	0xa62e	;ÌM
0x59c5	0xccf4	;©r
0x59c6	0xcceb	;©i
0x59c7	0xa635	;ÌT
0x59c8	0xa633	;ÌR
0x59ca	0xccf0	;©n
0x59cb	0xccee	;©l
0x59cc	0xa62a	;ÌI
0x59cd	0xcced	;©k
0x59ce	0xa628	;ÌG
0x59cf	0xa627	;ÌF
0x59d0	0xccec	;©j
0x59d1	0xccea	;©h
0x59d2	0xccf3	;©q
0x59d3	0xccef	;©m
0x59d4	0xcce7	;©e
0x59d6	0xa62f	;ÌN
0x59d8	0xd0db	;«¹
0x59da	0xd0e2	;«À
0x59db	0xa970	;Îo
0x59dc	0xd0da	;«¸
0x59dd	0xa968	;Îg
0x59de	0xa964	;Îc
0x59e0	0xa974	;Îs
0x59e1	0xa963	;Îb
0x59e3	0xd0dd	;«»
0x59e4	0xa96d	;Îl
0x59e5	0xd0e0	;«¾
0x59e6	0xd0e3	;«Á
0x59e8	0xd0de	;«¼
0x59e9	0xa971	;Îp
0x59ea	0xd0e1	;«¿
0x59ec	0xd4f8	;®V
0x59ed	0xa977	;Îv
0x59ee	0xa965	;Îd
0x59f1	0xa967	;Îf
0x59f2	0xa96e	;Îm
0x59f3	0xa972	;Îq
0x59f4	0xa976	;Îu
0x59f5	0xa973	;Îr
0x59f6	0xa96c	;Îk
0x59f7	0xa96f	;În
0x59fa	0xa969	;Îh
0x59fb	0xd0e5	;«Ã
0x59fc	0xa96b	;Îj
0x59fd	0xa96a	;Îi
0x59fe	0xa975	;Ît
0x59ff	0xd0dc	;«º
0x5a00	0xa966	;Îe
0x5a01	0xd0e4	;«Â
0x5a03	0xd0df	;«½
0x5a09	0xd4fe	;®\
0x5a0a	0xae64	;Ñb
0x5a0c	0xd4fd	;®[
0x5a0f	0xae62	;Ñ`
0x5a11	0xd4f2	;®P
0x5a13	0xd4f7	;®U
0x5a15	0xae61	;Ñ_
0x5a16	0xae5e	;Ñ\
0x5a17	0xae63	;Ña
0x5a18	0xd4f3	;®Q
0x5a19	0xae5d	;Ñ[
0x5a1b	0xd4f6	;®T
0x5a1c	0xd4f4	;®R
0x5a1e	0xae65	;Ñc
0x5a1f	0xd4f5	;®S
0x5a20	0xd4f9	;®W
0x5a23	0xd4fa	;®X
0x5a25	0xd4fc	;®Z
0x5a29	0xd4fb	;®Y
0x5a2d	0xae5f	;Ñ]
0x5a2e	0xae60	;Ñ^
0x5a33	0xae66	;Ñd
0x5a35	0xb457	;ÔÔ
0x5a36	0xd9de	;°ù
0x5a37	0xbb26	;ØÂ
0x5a38	0xb456	;ÔÓ
0x5a39	0xb469	;Ôæ
0x5a3c	0xd9e4	;±@
0x5a3e	0xb467	;Ôä
0x5a40	0xd9e3	;°þ
0x5a41	0xd9df	;°ú
0x5a42	0xb470	;Ôí
0x5a43	0xb460	;ÔÝ
0x5a44	0xb463	;Ôà
0x5a46	0xd9e7	;±C
0x5a47	0xb46d	;Ôê
0x5a48	0xb465	;Ôâ
0x5a49	0xd9e0	;°û
0x5a4a	0xd9e8	;±D
0x5a4c	0xb46a	;Ôç
0x5a4d	0xb468	;Ôå
0x5a50	0xb459	;ÔÖ
0x5a51	0xb46e	;Ôë
0x5a52	0xb462	;Ôß
0x5a53	0xb45d	;ÔÚ
0x5a55	0xb453	;ÔÐ
0x5a56	0xb46f	;Ôì
0x5a57	0xb45f	;ÔÜ
0x5a58	0xb452	;ÔÏ
0x5a5a	0xd9e6	;±B
0x5a5b	0xb464	;Ôá
0x5a5c	0xb471	;Ôî
0x5a5d	0xb461	;ÔÞ
0x5a5e	0xb455	;ÔÒ
0x5a5f	0xb45a	;Ô×
0x5a60	0xb451	;ÔÎ
0x5a62	0xd9e5	;±A
0x5a64	0xb45e	;ÔÛ
0x5a65	0xb45b	;ÔØ
0x5a66	0xd9e1	;°ü
0x5a67	0xb454	;ÔÑ
0x5a69	0xb46c	;Ôé
0x5a6a	0xd9e2	;°ý
0x5a6c	0xb45c	;ÔÙ
0x5a6d	0xb458	;ÔÕ
0x5a70	0xb46b	;Ôè
0x5a77	0xdee5	;´@
0x5a78	0xba7d	;Ø»
0x5a7a	0xba7a	;Ø¸
0x5a7b	0xbb2d	;ØÉ
0x5a7c	0xbb21	;Ø½
0x5a7d	0xbb2e	;ØÊ
0x5a7f	0xdee7	;´B
0x5a83	0xbb2a	;ØÆ
0x5a84	0xbb27	;ØÃ
0x5a8a	0xbb28	;ØÄ
0x5a8b	0xbb2b	;ØÇ
0x5a8c	0xbb2f	;ØË
0x5a8e	0xb466	;Ôã
0x5a8f	0xbb31	;ØÍ
0x5a90	0xc24d	;ÝG
0x5a92	0xdee8	;´C
0x5a93	0xbb32	;ØÎ
0x5a94	0xba78	;Ø¶
0x5a95	0xbb24	;ØÀ
0x5a97	0xbb29	;ØÅ
0x5a9a	0xdee6	;´A
0x5a9b	0xdee9	;´D
0x5a9c	0xbb30	;ØÌ
0x5a9d	0xbb33	;ØÏ
0x5a9e	0xba7c	;Øº
0x5a9f	0xba79	;Ø·
0x5aa2	0xba7b	;Ø¹
0x5aa5	0xbb22	;Ø¾
0x5aa6	0xba7e	;Ø¼
0x5aa7	0xdeea	;´E
0x5aa9	0xbb2c	;ØÈ
0x5aac	0xbb23	;Ø¿
0x5aae	0xbb25	;ØÁ
0x5aaf	0xba77	;Øµ
0x5ab0	0xc241	;Üú
0x5ab1	0xc23f	;Üø
0x5ab2	0xe3e8	;·B
0x5ab3	0xe3e6	;·@
0x5ab4	0xc249	;ÝC
0x5ab5	0xc240	;Üù
0x5ab6	0xc24a	;ÝD
0x5ab7	0xc246	;Ý@
0x5ab8	0xc23e	;Ü÷
0x5ab9	0xc24c	;ÝF
0x5aba	0xc23d	;Üö
0x5abb	0xc244	;Üý
0x5abc	0xe3e5	;¶þ
0x5abd	0xe3e4	;¶ý
0x5abe	0xe3e3	;¶ü
0x5abf	0xc242	;Üû
0x5ac0	0xc247	;ÝA
0x5ac1	0xe3e0	;¶ù
0x5ac2	0xe3e7	;·A
0x5ac4	0xc23b	;Üô
0x5ac6	0xc245	;Üþ
0x5ac7	0xc23a	;Üó
0x5ac8	0xc243	;Üü
0x5ac9	0xe3e1	;¶ú
0x5aca	0xc248	;ÝB
0x5acb	0xc23c	;Üõ
0x5acc	0xe3e2	;¶û
0x5acd	0xc24b	;ÝE
0x5ad5	0xc955	;án
0x5ad6	0xe8ca	;¹â
0x5ad7	0xe8c9	;¹á
0x5ad8	0xe8cb	;¹ã
0x5ad9	0xc961	;áz
0x5ada	0xc957	;áp
0x5adb	0xc95d	;áv
0x5adc	0xc952	;ák
0x5add	0xc960	;áy
0x5ade	0xc95f	;áx
0x5adf	0xc963	;á|
0x5ae0	0xc95c	;áu
0x5ae1	0xe8c6	;¹Þ
0x5ae2	0xc95b	;át
0x5ae3	0xe8cc	;¹ä
0x5ae5	0xc954	;ám
0x5ae6	0xe8c7	;¹ß
0x5ae8	0xc962	;á{
0x5ae9	0xe8c8	;¹à
0x5aea	0xc956	;áo
0x5aeb	0xc959	;ár
0x5aec	0xc95e	;áw
0x5aed	0xc958	;áq
0x5aee	0xc953	;ál
0x5af3	0xc95a	;ás
0x5af4	0xcf7c	;åU
0x5af5	0xeccb	;¼a
0x5af6	0xd021	;åX
0x5af7	0xcf7e	;åW
0x5af8	0xd023	;åZ
0x5af9	0xd025	;å\
0x5afb	0xecc9	;¼_
0x5afd	0xcf7d	;åV
0x5aff	0xcf7b	;åT
0x5b01	0xd026	;å]
0x5b02	0xd024	;å[
0x5b03	0xd022	;åY
0x5b05	0xd028	;å_
0x5b07	0xd027	;å^
0x5b08	0xeccd	;¼c
0x5b09	0xecc8	;¼^
0x5b0b	0xecca	;¼`
0x5b0c	0xeccc	;¼b
0x5b0f	0xd029	;å`
0x5b10	0xd661	;éW
0x5b13	0xd660	;éV
0x5b14	0xd65f	;éU
0x5b16	0xd662	;éX
0x5b17	0xd65b	;éQ
0x5b19	0xd65c	;éR
0x5b1a	0xd664	;éZ
0x5b1b	0xd65d	;éS
0x5b1d	0xf0ce	;¾Å
0x5b1e	0xd666	;é\
0x5b20	0xd665	;é[
0x5b21	0xd65e	;éT
0x5b23	0xdc5d	;ìÑ
0x5b24	0xf3d1	;À¨
0x5b25	0xdc5b	;ìÏ
0x5b26	0xdc60	;ìÔ
0x5b27	0xdc5f	;ìÓ
0x5b28	0xd663	;éY
0x5b2a	0xf3d0	;À§
0x5b2c	0xdc5e	;ìÒ
0x5b2d	0xdc5a	;ìÎ
0x5b2e	0xdc62	;ìÖ
0x5b2f	0xdc61	;ìÕ
0x5b30	0xf3cf	;À¦
0x5b32	0xdc5c	;ìÐ
0x5b34	0xf0cf	;¾Æ
0x5b38	0xf6c0	;ÂT
0x5b3c	0xe14d	;ïÁ
0x5b3d	0xe546	;ñú
0x5b3e	0xe547	;ñû
0x5b3f	0xe548	;ñü
0x5b40	0xf9e7	;Ä\
0x5b43	0xf9e8	;Ä]
0x5b45	0xe86f	;ôC
0x5b47	0xeb56	;õÈ
0x5b48	0xeb55	;õÇ
0x5b4b	0xed49	;öÛ
0x5b4c	0xed4a	;öÜ
0x5b4d	0xef24	;÷Õ
0x5b4e	0xf035	;ø§
0x5b50	0xc4cd	;¤l
0x5b51	0xc4ce	;¤m
0x5b53	0xc4cf	;¤n
0x5b54	0xc5b6	;¤Õ
0x5b55	0xc6c5	;¥¥
0x5b56	0xa233	;ÉÓ
0x5b57	0xc7f3	;¦r
0x5b58	0xc7f4	;¦s
0x5b5a	0xc9f7	;§·
0x5b5b	0xc9f8	;§¸
0x5b5c	0xc9f6	;§¶
0x5b5d	0xc9f5	;§µ
0x5b5f	0xccf5	;©s
0x5b62	0xa636	;ÌU
0x5b63	0xccf7	;©u
0x5b64	0xccf6	;©t
0x5b65	0xa637	;ÌV
0x5b69	0xd0e6	;«Ä
0x5b6b	0xd5a1	;®]
0x5b6c	0xae67	;Ñe
0x5b6e	0xb473	;Ôð
0x5b70	0xd9e9	;±E
0x5b71	0xdeec	;´G
0x5b72	0xb472	;Ôï
0x5b73	0xdeeb	;´F
0x5b75	0xe8cd	;¹å
0x5b77	0xc964	;á}
0x5b78	0xf0d0	;¾Ç
0x5b7a	0xf3d2	;À©
0x5b7b	0xdc63	;ì×
0x5b7d	0xf9e9	;Ä^
0x5b7f	0xfbdc	;Åp
0x5b80	0xa7c7	;?x
0x5b81	0xa153	;Ér
0x5b83	0xc6c6	;¥¦
0x5b84	0xa154	;És
0x5b85	0xc7f7	;¦v
0x5b87	0xc7f5	;¦t
0x5b88	0xc7f6	;¦u
0x5b89	0xc7f8	;¦w
0x5b8b	0xc9fa	;§º
0x5b8c	0xc9f9	;§¹
0x5b8e	0xa35c	;Ê¼
0x5b8f	0xc9fb	;§»
0x5b92	0xa35d	;Ê½
0x5b93	0xa638	;ÌW
0x5b95	0xa639	;ÌX
0x5b97	0xccf8	;©v
0x5b98	0xccfa	;©x
0x5b99	0xccfc	;©z
0x5b9a	0xccf9	;©w
0x5b9b	0xccfd	;©{
0x5b9c	0xccfb	;©y
0x5ba2	0xd0ea	;«È
0x5ba3	0xd0e7	;«Å
0x5ba4	0xd0e9	;«Ç
0x5ba5	0xd0eb	;«É
0x5ba6	0xd0e8	;«Æ
0x5ba7	0xae68	;Ñf
0x5ba8	0xa978	;Îw
0x5bac	0xae6a	;Ñh
0x5bad	0xae69	;Ñg
0x5bae	0xd5a7	;®c
0x5bb0	0xd5a3	;®_
0x5bb3	0xd5a4	;®`
0x5bb4	0xd5a6	;®b
0x5bb5	0xd5a8	;®d
0x5bb6	0xd5a5	;®a
0x5bb8	0xd5aa	;®f
0x5bb9	0xd5a9	;®e
0x5bbf	0xd9ee	;±J
0x5bc0	0xb475	;Ôò
0x5bc1	0xb474	;Ôñ
0x5bc2	0xd9ed	;±I
0x5bc4	0xd9ec	;±H
0x5bc5	0xd9eb	;±G
0x5bc6	0xd9ef	;±K
0x5bc7	0xd9ea	;±F
0x5bca	0xbb39	;ØÕ
0x5bcb	0xbb36	;ØÒ
0x5bcc	0xdeee	;´I
0x5bcd	0xbb35	;ØÑ
0x5bce	0xbb3a	;ØÖ
0x5bd0	0xdef0	;´K
0x5bd1	0xbb38	;ØÔ
0x5bd2	0xdeed	;´H
0x5bd3	0xdeef	;´J
0x5bd4	0xbb37	;ØÓ
0x5bd6	0xc24e	;ÝH
0x5bd8	0xc24f	;ÝI
0x5bd9	0xc250	;ÝJ
0x5bde	0xe8ce	;¹æ
0x5bdf	0xe8d6	;¹î
0x5be0	0xc965	;á~
0x5be1	0xe8d0	;¹è
0x5be2	0xe8d4	;¹ì
0x5be3	0xc966	;á¡
0x5be4	0xe8d5	;¹í
0x5be5	0xe8d1	;¹é
0x5be6	0xe8d2	;¹ê
0x5be7	0xe8cf	;¹ç
0x5be8	0xe8d3	;¹ë
0x5be9	0xecd0	;¼f
0x5bea	0xbb34	;ØÐ
0x5beb	0xecd1	;¼g
0x5bec	0xeccf	;¼e
0x5bee	0xecce	;¼d
0x5bef	0xd667	;é]
0x5bf0	0xf0d1	;¾È
0x5bf1	0xdc64	;ìØ
0x5bf2	0xdc65	;ìÙ
0x5bf5	0xf8b1	;Ãd
0x5bf6	0xf9ea	;Ä_
0x5bf8	0xc4d0	;¤o
0x5bfa	0xc7f9	;¦x
0x5c01	0xd0ec	;«Ê
0x5c03	0xae6b	;Ñi
0x5c04	0xd5ab	;®g
0x5c07	0xd9f2	;±N
0x5c08	0xd9f1	;±M
0x5c09	0xd9f0	;±L
0x5c0a	0xdef1	;´L
0x5c0b	0xdef2	;´M
0x5c0c	0xbb3b	;Ø×
0x5c0d	0xe8d7	;¹ï
0x5c0e	0xf0d2	;¾É
0x5c0f	0xc4d1	;¤p
0x5c10	0xa13c	;É\
0x5c11	0xc5b7	;¤Ö
0x5c12	0xa155	;Ét
0x5c15	0xa234	;ÉÔ
0x5c16	0xc7fa	;¦y
0x5c1a	0xccfe	;©|
0x5c1f	0xc251	;ÝK
0x5c22	0xc4d2	;¤q
0x5c24	0xc5b8	;¤×
0x5c25	0xa235	;ÉÕ
0x5c28	0xa35e	;Ê¾
0x5c2a	0xa35f	;Ê¿
0x5c2c	0xc9fc	;§¼
0x5c30	0xbb3c	;ØØ
0x5c31	0xdef3	;´N
0x5c33	0xc252	;ÝL
0x5c37	0xf3d3	;Àª
0x5c38	0xc4d3	;¤r
0x5c39	0xc4e7	;¤¨
0x5c3a	0xc5b9	;¤Ø
0x5c3b	0xa156	;Éu
0x5c3c	0xc6c7	;¥§
0x5c3e	0xcaa2	;§À
0x5c3f	0xcaa1	;§¿
0x5c40	0xc9fd	;§½
0x5c41	0xc9fe	;§¾
0x5c44	0xa63a	;ÌY
0x5c45	0xcda2	;©~
0x5c46	0xcda3	;©¡
0x5c47	0xa63b	;ÌZ
0x5c48	0xcda1	;©}
0x5c4b	0xd0f0	;«Î
0x5c4c	0xa979	;Îx
0x5c4d	0xd0ef	;«Í
0x5c4e	0xd0ed	;«Ë
0x5c4f	0xd0ee	;«Ì
0x5c50	0xd5ae	;®j
0x5c51	0xd5ac	;®h
0x5c54	0xae6d	;Ñk
0x5c55	0xd5ad	;®i
0x5c56	0xae6c	;Ñj
0x5c58	0xd5a2	;®^
0x5c59	0xb476	;Ôó
0x5c5c	0xd9f4	;±P
0x5c5d	0xd9f5	;±Q
0x5c60	0xd9f3	;±O
0x5c62	0xe8d8	;¹ð
0x5c63	0xc967	;á¢
0x5c64	0xecd2	;¼h
0x5c65	0xecd3	;¼i
0x5c67	0xd02a	;åa
0x5c68	0xf3d4	;À«
0x5c69	0xe14e	;ïÂ
0x5c6a	0xe14f	;ïÃ
0x5c6c	0xfae8	;ÄÝ
0x5c6d	0xf036	;ø¨
0x5c6e	0xa12b	;ÉK
0x5c6f	0xc5ba	;¤Ù
0x5c71	0xc4d4	;¤s
0x5c73	0xa158	;Éw
0x5c74	0xa157	;Év
0x5c79	0xc7fb	;¦z
0x5c7a	0xa237	;É×
0x5c7b	0xa238	;ÉØ
0x5c7c	0xa236	;ÉÖ
0x5c7e	0xa239	;ÉÙ
0x5c86	0xa367	;ÊÇ
0x5c88	0xa362	;ÊÂ
0x5c89	0xa364	;ÊÄ
0x5c8a	0xa366	;ÊÆ
0x5c8b	0xa363	;ÊÃ
0x5c8c	0xcaa6	;§Ä
0x5c8d	0xa360	;ÊÀ
0x5c8f	0xa361	;ÊÁ
0x5c90	0xcaa3	;§Á
0x5c91	0xcaa4	;§Â
0x5c92	0xa365	;ÊÅ
0x5c93	0xa368	;ÊÈ
0x5c94	0xcaa5	;§Ã
0x5c95	0xa369	;ÊÉ
0x5c9d	0xa649	;Ìh
0x5c9f	0xa643	;Ìb
0x5ca0	0xa63e	;Ì]
0x5ca1	0xcda5	;©£
0x5ca2	0xa646	;Ìe
0x5ca3	0xa644	;Ìc
0x5ca4	0xa63d	;Ì\
0x5ca5	0xa64a	;Ìi
0x5ca6	0xa64d	;Ìl
0x5ca7	0xa648	;Ìg
0x5ca8	0xa641	;Ì`
0x5ca9	0xcda7	;©¥
0x5caa	0xa647	;Ìf
0x5cab	0xcda8	;©¦
0x5cac	0xa642	;Ìa
0x5cad	0xa645	;Ìd
0x5cae	0xa63c	;Ì[
0x5caf	0xa640	;Ì_
0x5cb0	0xa64c	;Ìk
0x5cb1	0xcda9	;©§
0x5cb3	0xcdaa	;©¨
0x5cb5	0xa63f	;Ì^
0x5cb6	0xa64b	;Ìj
0x5cb7	0xcda4	;©¢
0x5cb8	0xcda6	;©¤
0x5cc6	0xaa2c	;Î«
0x5cc7	0xaa25	;Î¤
0x5cc8	0xaa2b	;Îª
0x5cc9	0xaa24	;Î£
0x5cca	0xaa26	;Î¥
0x5ccb	0xa97e	;Î}
0x5ccc	0xa97c	;Î{
0x5cce	0xaa2d	;Î¬
0x5ccf	0xaa2a	;Î©
0x5cd0	0xa97a	;Îy
0x5cd2	0xd0f2	;«Ð
0x5cd3	0xaa28	;Î§
0x5cd4	0xaa29	;Î¨
0x5cd6	0xaa27	;Î¦
0x5cd7	0xa97d	;Î|
0x5cd8	0xa97b	;Îz
0x5cd9	0xd0f1	;«Ï
0x5cda	0xaa23	;Î¢
0x5cdb	0xaa21	;Î~
0x5cde	0xaa22	;Î¡
0x5cdf	0xaa2e	;Î­
0x5ce8	0xd5b3	;®o
0x5cea	0xd5b2	;®n
0x5cec	0xae6e	;Ñl
0x5ced	0xd5af	;®k
0x5cee	0xae70	;Ñn
0x5cf0	0xd5b4	;®p
0x5cf1	0xae71	;Ño
0x5cf4	0xd5b7	;®s
0x5cf6	0xd5b5	;®q
0x5cf7	0xae72	;Ñp
0x5cf8	0xaa2f	;Î®
0x5cf9	0xae74	;Ñr
0x5cfb	0xd5b1	;®m
0x5cfd	0xd5b0	;®l
0x5cff	0xae6f	;Ñm
0x5d00	0xae73	;Ñq
0x5d01	0xd5b6	;®r
0x5d06	0xd9f7	;±S
0x5d07	0xd9f6	;±R
0x5d0b	0xb478	;Ôõ
0x5d0c	0xb47c	;Ôù
0x5d0d	0xb47e	;Ôû
0x5d0e	0xd9f8	;±T
0x5d0f	0xb523	;Ôþ
0x5d11	0xd9fc	;±X
0x5d12	0xb525	;ÕA
0x5d14	0xd9fe	;±Z
0x5d16	0xd9fa	;±V
0x5d17	0xdaa4	;±^
0x5d19	0xdaa1	;±[
0x5d1a	0xb47a	;Ô÷
0x5d1b	0xd9f9	;±U
0x5d1d	0xb479	;Ôö
0x5d1e	0xb477	;Ôô
0x5d1f	0xb527	;ÕC
0x5d20	0xb47b	;Ôø
0x5d22	0xd9fb	;±W
0x5d23	0xb526	;ÕB
0x5d24	0xdaa2	;±\
0x5d25	0xb522	;Ôý
0x5d26	0xb521	;Ôü
0x5d27	0xdaa3	;±]
0x5d28	0xb47d	;Ôú
0x5d29	0xd9fd	;±Y
0x5d2e	0xb528	;ÕD
0x5d30	0xb524	;Õ@
0x5d31	0xbb4b	;Øç
0x5d32	0xbb52	;Øî
0x5d33	0xbb47	;Øã
0x5d34	0xdef6	;´Q
0x5d35	0xbb43	;Øß
0x5d36	0xbb53	;Øï
0x5d37	0xbb3d	;ØÙ
0x5d38	0xbb50	;Øì
0x5d39	0xbb4e	;Øê
0x5d3a	0xbb48	;Øä
0x5d3c	0xbb51	;Øí
0x5d3d	0xbb4a	;Øæ
0x5d3f	0xbb42	;ØÞ
0x5d40	0xbb54	;Øð
0x5d41	0xbb40	;ØÜ
0x5d42	0xbb4d	;Øé
0x5d43	0xbb3e	;ØÚ
0x5d45	0xbb55	;Øñ
0x5d47	0xdef7	;´R
0x5d49	0xbb4f	;Øë
0x5d4a	0xc255	;ÝO
0x5d4b	0xbb41	;ØÝ
0x5d4c	0xdef4	;´O
0x5d4e	0xbb45	;Øá
0x5d50	0xdef5	;´P
0x5d51	0xbb44	;Øà
0x5d52	0xbb49	;Øå
0x5d55	0xbb46	;Øâ
0x5d59	0xbb4c	;Øè
0x5d5e	0xc259	;ÝS
0x5d62	0xc25c	;ÝV
0x5d63	0xc254	;ÝN
0x5d65	0xc256	;ÝP
0x5d67	0xc25b	;ÝU
0x5d68	0xc25a	;ÝT
0x5d69	0xe3e9	;·C
0x5d6b	0xbb3f	;ØÛ
0x5d6c	0xc258	;ÝR
0x5d6f	0xe3ea	;·D
0x5d71	0xc253	;ÝM
0x5d72	0xc257	;ÝQ
0x5d77	0xc96e	;á©
0x5d79	0xc975	;á°
0x5d7a	0xc96c	;á§
0x5d7c	0xc973	;á®
0x5d7d	0xc96a	;á¥
0x5d7e	0xc972	;á­
0x5d7f	0xc976	;á±
0x5d80	0xc969	;á¤
0x5d81	0xc96d	;á¨
0x5d82	0xc968	;á£
0x5d84	0xe8d9	;¹ñ
0x5d86	0xc96b	;á¦
0x5d87	0xe8da	;¹ò
0x5d88	0xc971	;á¬
0x5d89	0xc970	;á«
0x5d8a	0xc96f	;áª
0x5d8d	0xc974	;á¯
0x5d92	0xd02e	;åe
0x5d93	0xd030	;åg
0x5d94	0xecd5	;¼k
0x5d95	0xd031	;åh
0x5d97	0xd02c	;åc
0x5d99	0xd02b	;åb
0x5d9a	0xd035	;ål
0x5d9c	0xd033	;åj
0x5d9d	0xecd4	;¼j
0x5d9e	0xd036	;åm
