CODEPAGE 28603          ;ISO/IEC 8859-13:1998 (Lithuanian)
0x1eae	0x41	 ;LATIN CAPITAL LETTER A WITH BREVE AND ACUTE
0x1eaf	0x61	 ;LATIN SMALL LETTER A WITH BREVE AND ACUTE
0x1eb0	0x41	 ;LATIN CAPITAL LETTER A WITH BREVE AND GRAVE
0x1eb1	0x61	 ;LATIN SMALL LETTER A WITH BREVE AND GRAVE
0x1eb2	0x41	 ;LATIN CAPITAL LETTER A WITH BREVE AND HOOK ABOVE
0x1eb3	0x61	 ;LATIN SMALL LETTER A WITH BREVE AND HOOK ABOVE
0x1eb4	0x41	 ;LATIN CAPITAL LETTER A WITH BREVE AND TILDE
0x1eb5	0x61	 ;LATIN SMALL LETTER A WITH BREVE AND TILDE
0x1eb6	0x41	 ;LATIN CAPITAL LETTER A WITH BREVE AND DOT BELOW
0x1eb7	0x61	 ;LATIN SMALL LETTER A WITH BREVE AND DOT BELOW
0x1eb8	0x45	 ;LATIN CAPITAL LETTER E WITH DOT BELOW
0x1eb9	0x65	 ;LATIN SMALL LETTER E WITH DOT BELOW
0x1eba	0x45	 ;LATIN CAPITAL LETTER E WITH HOOK ABOVE
0x1ebb	0x65	 ;LATIN SMALL LETTER E WITH HOOK ABOVE
0x1ebc	0x45	 ;LATIN CAPITAL LETTER E WITH TILDE
0x1ebd	0x65	 ;LATIN SMALL LETTER E WITH TILDE
0x1ebe	0x45	 ;LATIN CAPITAL LETTER E WITH CIRCUMFLEX AND ACUTE
0x1ebf	0x65	 ;LATIN SMALL LETTER E WITH CIRCUMFLEX AND ACUTE
0x1ec0	0x45	 ;LATIN CAPITAL LETTER E WITH CIRCUMFLEX AND GRAVE
0x1ec1	0x65	 ;LATIN SMALL LETTER E WITH CIRCUMFLEX AND GRAVE
0x1ec2	0x45	 ;LATIN CAPITAL LETTER E WITH CIRCUMFLEX AND HOOK ABOVE
0x1ec3	0x65	 ;LATIN SMALL LETTER E WITH CIRCUMFLEX AND HOOK ABOVE
0x1ec4	0x45	 ;LATIN CAPITAL LETTER E WITH CIRCUMFLEX AND TILDE
0x1ec5	0x65	 ;LATIN SMALL LETTER E WITH CIRCUMFLEX AND TILDE
0x1ec6	0x45	 ;LATIN CAPITAL LETTER E WITH CIRCUMFLEX AND DOT BELOW
0x1ec7	0x65	 ;LATIN SMALL LETTER E WITH CIRCUMFLEX AND DOT BELOW
0x1ec8	0x49	 ;LATIN CAPITAL LETTER I WITH HOOK ABOVE
0x1ec9	0x69	 ;LATIN SMALL LETTER I WITH HOOK ABOVE
0x1eca	0x49	 ;LATIN CAPITAL LETTER I WITH DOT BELOW
0x1ecb	0x69	 ;LATIN SMALL LETTER I WITH DOT BELOW
0x1ecc	0x4f	 ;LATIN CAPITAL LETTER O WITH DOT BELOW
0x1ecd	0x6f	 ;LATIN SMALL LETTER O WITH DOT BELOW
0x1ece	0x4f	 ;LATIN CAPITAL LETTER O WITH HOOK ABOVE
0x1ecf	0x6f	 ;LATIN SMALL LETTER O WITH HOOK ABOVE
0x1ed0	0x4f	 ;LATIN CAPITAL LETTER O WITH CIRCUMFLEX AND ACUTE
0x1ed1	0x6f	 ;LATIN SMALL LETTER O WITH CIRCUMFLEX AND ACUTE
0x1ed2	0x4f	 ;LATIN CAPITAL LETTER O WITH CIRCUMFLEX AND GRAVE
0x1ed3	0x6f	 ;LATIN SMALL LETTER O WITH CIRCUMFLEX AND GRAVE
0x1ed4	0x4f	 ;LATIN CAPITAL LETTER O WITH CIRCUMFLEX AND HOOK ABOVE
0x1ed5	0x6f	 ;LATIN SMALL LETTER O WITH CIRCUMFLEX AND HOOK ABOVE
0x1ed6	0x4f	 ;LATIN CAPITAL LETTER O WITH CIRCUMFLEX AND TILDE
0x1ed7	0x6f	 ;LATIN SMALL LETTER O WITH CIRCUMFLEX AND TILDE
0x1ed8	0x4f	 ;LATIN CAPITAL LETTER O WITH CIRCUMFLEX AND DOT BELOW
0x1ed9	0x6f	 ;LATIN SMALL LETTER O WITH CIRCUMFLEX AND DOT BELOW
0x1eda	0x4f	 ;LATIN CAPITAL LETTER O WITH HORN AND ACUTE
0x1edb	0x6f	 ;LATIN SMALL LETTER O WITH HORN AND ACUTE
0x1edc	0x4f	 ;LATIN CAPITAL LETTER O WITH HORN AND GRAVE
0x1edd	0x6f	 ;LATIN SMALL LETTER O WITH HORN AND GRAVE
0x1ede	0x4f	 ;LATIN CAPITAL LETTER O WITH HORN AND HOOK ABOVE
0x1edf	0x6f	 ;LATIN SMALL LETTER O WITH HORN AND HOOK ABOVE
0x1ee0	0x4f	 ;LATIN CAPITAL LETTER O WITH HORN AND TILDE
0x1ee1	0x6f	 ;LATIN SMALL LETTER O WITH HORN AND TILDE
0x1ee2	0x4f	 ;LATIN CAPITAL LETTER O WITH HORN AND DOT BELOW
0x1ee3	0x6f	 ;LATIN SMALL LETTER O WITH HORN AND DOT BELOW
0x1ee4	0x55	 ;LATIN CAPITAL LETTER U WITH DOT BELOW
0x1ee5	0x75	 ;LATIN SMALL LETTER U WITH DOT BELOW
0x1ee6	0x55	 ;LATIN CAPITAL LETTER U WITH HOOK ABOVE
0x1ee7	0x75	 ;LATIN SMALL LETTER U WITH HOOK ABOVE
0x1ee8	0x55	 ;LATIN CAPITAL LETTER U WITH HORN AND ACUTE
0x1ee9	0x75	 ;LATIN SMALL LETTER U WITH HORN AND ACUTE
0x1eea	0x55	 ;LATIN CAPITAL LETTER U WITH HORN AND GRAVE
0x1eeb	0x75	 ;LATIN SMALL LETTER U WITH HORN AND GRAVE
0x1eec	0x55	 ;LATIN CAPITAL LETTER U WITH HORN AND HOOK ABOVE
0x1eed	0x75	 ;LATIN SMALL LETTER U WITH HORN AND HOOK ABOVE
0x1eee	0x55	 ;LATIN CAPITAL LETTER U WITH HORN AND TILDE
0x1eef	0x75	 ;LATIN SMALL LETTER U WITH HORN AND TILDE
0x1ef0	0x55	 ;LATIN CAPITAL LETTER U WITH HORN AND DOT BELOW
0x1ef1	0x75	 ;LATIN SMALL LETTER U WITH HORN AND DOT BELOW
0x1ef2	0x59	 ;LATIN CAPITAL LETTER Y WITH GRAVE
0x1ef3	0x79	 ;LATIN SMALL LETTER Y WITH GRAVE
0x1ef4	0x59	 ;LATIN CAPITAL LETTER Y WITH DOT BELOW
0x1ef5	0x79	 ;LATIN SMALL LETTER Y WITH DOT BELOW
0x1ef6	0x59	 ;LATIN CAPITAL LETTER Y WITH HOOK ABOVE
0x1ef7	0x79	 ;LATIN SMALL LETTER Y WITH HOOK ABOVE
0x1ef8	0x59	 ;LATIN CAPITAL LETTER Y WITH TILDE
0x1ef9	0x79	 ;LATIN SMALL LETTER Y WITH TILDE
0x1fef	0x60	 ;GREEK VARIA
0x2000	0x20	 ;EN QUAD
0x2001	0x20	 ;EM QUAD
0x2002	0x20	 ;EN SPACE
0x2003	0x20	 ;EM SPACE
0x2004	0x20	 ;THREE-PER-EM SPACE
0x2005	0x20	 ;FOUR-PER-EM SPACE
0x2006	0x20	 ;SIX-PER-EM SPACE
0x2007	0x20	 ;FIGURE SPACE
0x2008	0x20	 ;PUNCTUATION SPACE
0x2009	0x20	 ;THIN SPACE
0x200a	0x20	 ;HAIR SPACE
0x2019	0xff	 ;RIGHT SINGLE QUOTATION MARK
0x201c	0xb4	 ;LEFT DOUBLE QUOTATION MARK
0x201d	0xa1	 ;RIGHT DOUBLE QUOTATION MARK
0x201e	0xa5	 ;DOUBLE LOW-9 QUOTATION MARK
0x2024	0x2e	 ;ONE DOT LEADER
0x202f	0x20	 ;NARROW NO-BREAK SPACE
0x205f	0x20	 ;MEDIUM MATHEMATICAL SPACE
0x2070	0x30	 ;SUPERSCRIPT ZERO
0x2071	0x69	 ;SUPERSCRIPT LATIN SMALL LETTER I
0x2074	0x34	 ;SUPERSCRIPT FOUR
0x2075	0x35	 ;SUPERSCRIPT FIVE
0x2076	0x36	 ;SUPERSCRIPT SIX
0x2077	0x37	 ;SUPERSCRIPT SEVEN
0x2078	0x38	 ;SUPERSCRIPT EIGHT
0x2079	0x39	 ;SUPERSCRIPT NINE
0x207a	0x2b	 ;SUPERSCRIPT PLUS SIGN
0x207c	0x3d	 ;SUPERSCRIPT EQUALS SIGN
0x207d	0x28	 ;SUPERSCRIPT LEFT PARENTHESIS
0x207e	0x29	 ;SUPERSCRIPT RIGHT PARENTHESIS
0x207f	0x6e	 ;SUPERSCRIPT LATIN SMALL LETTER N
0x2080	0x30	 ;SUBSCRIPT ZERO
0x2081	0x31	 ;SUBSCRIPT ONE
0x2082	0x32	 ;SUBSCRIPT TWO
0x2083	0x33	 ;SUBSCRIPT THREE
0x2084	0x34	 ;SUBSCRIPT FOUR
0x2085	0x35	 ;SUBSCRIPT FIVE
0x2086	0x36	 ;SUBSCRIPT SIX
0x2087	0x37	 ;SUBSCRIPT SEVEN
0x2088	0x38	 ;SUBSCRIPT EIGHT
0x2089	0x39	 ;SUBSCRIPT NINE
0x208a	0x2b	 ;SUBSCRIPT PLUS SIGN
0x208c	0x3d	 ;SUBSCRIPT EQUALS SIGN
0x208d	0x28	 ;SUBSCRIPT LEFT PARENTHESIS
0x208e	0x29	 ;SUBSCRIPT RIGHT PARENTHESIS
0x2102	0x43	 ;DOUBLE-STRUCK CAPITAL C
0x210a	0x67	 ;SCRIPT SMALL G
0x210b	0x48	 ;SCRIPT CAPITAL H
0x210c	0x48	 ;BLACK-LETTER CAPITAL H
0x210d	0x48	 ;DOUBLE-STRUCK CAPITAL H
0x210e	0x68	 ;PLANCK CONSTANT
0x2110	0x49	 ;SCRIPT CAPITAL I
0x2111	0x49	 ;BLACK-LETTER CAPITAL I
0x2112	0x4c	 ;SCRIPT CAPITAL L
0x2113	0x6c	 ;SCRIPT SMALL L
0x2115	0x4e	 ;DOUBLE-STRUCK CAPITAL N
0x2119	0x50	 ;DOUBLE-STRUCK CAPITAL P
0x211a	0x51	 ;DOUBLE-STRUCK CAPITAL Q
0x211b	0x52	 ;SCRIPT CAPITAL R
0x211c	0x52	 ;BLACK-LETTER CAPITAL R
0x211d	0x52	 ;DOUBLE-STRUCK CAPITAL R
0x2124	0x5a	 ;DOUBLE-STRUCK CAPITAL Z
0x2128	0x5a	 ;BLACK-LETTER CAPITAL Z
0x212a	0x4b	 ;KELVIN SIGN
0x212b	0xc5	 ;ANGSTROM SIGN
0x212c	0x42	 ;SCRIPT CAPITAL B
0x212d	0x43	 ;BLACK-LETTER CAPITAL C
0x212f	0x65	 ;SCRIPT SMALL E
0x2130	0x45	 ;SCRIPT CAPITAL E
0x2131	0x46	 ;SCRIPT CAPITAL F
0x2133	0x4d	 ;SCRIPT CAPITAL M
0x2134	0x6f	 ;SCRIPT SMALL O
0x2139	0x69	 ;INFORMATION SOURCE
0x2145	0x44	 ;DOUBLE-STRUCK ITALIC CAPITAL D
0x2146	0x64	 ;DOUBLE-STRUCK ITALIC SMALL D
0x2147	0x65	 ;DOUBLE-STRUCK ITALIC SMALL E
0x2148	0x69	 ;DOUBLE-STRUCK ITALIC SMALL I
0x2149	0x6a	 ;DOUBLE-STRUCK ITALIC SMALL J
0x2160	0x49	 ;ROMAN NUMERAL ONE
0x2164	0x56	 ;ROMAN NUMERAL FIVE
0x2169	0x58	 ;ROMAN NUMERAL TEN
0x216c	0x4c	 ;ROMAN NUMERAL FIFTY
0x216d	0x43	 ;ROMAN NUMERAL ONE HUNDRED
0x216e	0x44	 ;ROMAN NUMERAL FIVE HUNDRED
0x216f	0x4d	 ;ROMAN NUMERAL ONE THOUSAND
0x2170	0x69	 ;SMALL ROMAN NUMERAL ONE
0x2174	0x76	 ;SMALL ROMAN NUMERAL FIVE
0x2179	0x78	 ;SMALL ROMAN NUMERAL TEN
0x217c	0x6c	 ;SMALL ROMAN NUMERAL FIFTY
0x217d	0x63	 ;SMALL ROMAN NUMERAL ONE HUNDRED
0x217e	0x64	 ;SMALL ROMAN NUMERAL FIVE HUNDRED
0x217f	0x6d	 ;SMALL ROMAN NUMERAL ONE THOUSAND
0x2260	0x3d	 ;NOT EQUAL TO
0x226e	0x3c	 ;NOT LESS-THAN
0x226f	0x3e	 ;NOT GREATER-THAN
0x2460	0x31	 ;CIRCLED DIGIT ONE
0x2461	0x32	 ;CIRCLED DIGIT TWO
0x2462	0x33	 ;CIRCLED DIGIT THREE
0x2463	0x34	 ;CIRCLED DIGIT FOUR
0x2464	0x35	 ;CIRCLED DIGIT FIVE
0x2465	0x36	 ;CIRCLED DIGIT SIX
0x2466	0x37	 ;CIRCLED DIGIT SEVEN
0x2467	0x38	 ;CIRCLED DIGIT EIGHT
0x2468	0x39	 ;CIRCLED DIGIT NINE
0x24b6	0x41	 ;CIRCLED LATIN CAPITAL LETTER A
0x24b7	0x42	 ;CIRCLED LATIN CAPITAL LETTER B
0x24b8	0x43	 ;CIRCLED LATIN CAPITAL LETTER C
0x24b9	0x44	 ;CIRCLED LATIN CAPITAL LETTER D
0x24ba	0x45	 ;CIRCLED LATIN CAPITAL LETTER E
0x24bb	0x46	 ;CIRCLED LATIN CAPITAL LETTER F
0x24bc	0x47	 ;CIRCLED LATIN CAPITAL LETTER G
0x24bd	0x48	 ;CIRCLED LATIN CAPITAL LETTER H
0x24be	0x49	 ;CIRCLED LATIN CAPITAL LETTER I
0x24bf	0x4a	 ;CIRCLED LATIN CAPITAL LETTER J
0x24c0	0x4b	 ;CIRCLED LATIN CAPITAL LETTER K
0x24c1	0x4c	 ;CIRCLED LATIN CAPITAL LETTER L
0x24c2	0x4d	 ;CIRCLED LATIN CAPITAL LETTER M
0x24c3	0x4e	 ;CIRCLED LATIN CAPITAL LETTER N
0x24c4	0x4f	 ;CIRCLED LATIN CAPITAL LETTER O
0x24c5	0x50	 ;CIRCLED LATIN CAPITAL LETTER P
0x24c6	0x51	 ;CIRCLED LATIN CAPITAL LETTER Q
0x24c7	0x52	 ;CIRCLED LATIN CAPITAL LETTER R
0x24c8	0x53	 ;CIRCLED LATIN CAPITAL LETTER S
0x24c9	0x54	 ;CIRCLED LATIN CAPITAL LETTER T
0x24ca	0x55	 ;CIRCLED LATIN CAPITAL LETTER U
0x24cb	0x56	 ;CIRCLED LATIN CAPITAL LETTER V
0x24cc	0x57	 ;CIRCLED LATIN CAPITAL LETTER W
0x24cd	0x58	 ;CIRCLED LATIN CAPITAL LETTER X
0x24ce	0x59	 ;CIRCLED LATIN CAPITAL LETTER Y
0x24cf	0x5a	 ;CIRCLED LATIN CAPITAL LETTER Z
0x24d0	0x61	 ;CIRCLED LATIN SMALL LETTER A
0x24d1	0x62	 ;CIRCLED LATIN SMALL LETTER B
0x24d2	0x63	 ;CIRCLED LATIN SMALL LETTER C
0x24d3	0x64	 ;CIRCLED LATIN SMALL LETTER D
0x24d4	0x65	 ;CIRCLED LATIN SMALL LETTER E
0x24d5	0x66	 ;CIRCLED LATIN SMALL LETTER F
0x24d6	0x67	 ;CIRCLED LATIN SMALL LETTER G
0x24d7	0x68	 ;CIRCLED LATIN SMALL LETTER H
0x24d8	0x69	 ;CIRCLED LATIN SMALL LETTER I
0x24d9	0x6a	 ;CIRCLED LATIN SMALL LETTER J
0x24da	0x6b	 ;CIRCLED LATIN SMALL LETTER K
0x24db	0x6c	 ;CIRCLED LATIN SMALL LETTER L
0x24dc	0x6d	 ;CIRCLED LATIN SMALL LETTER M
0x24dd	0x6e	 ;CIRCLED LATIN SMALL LETTER N
0x24de	0x6f	 ;CIRCLED LATIN SMALL LETTER O
0x24df	0x70	 ;CIRCLED LATIN SMALL LETTER P
0x24e0	0x71	 ;CIRCLED LATIN SMALL LETTER Q
0x24e1	0x72	 ;CIRCLED LATIN SMALL LETTER R
0x24e2	0x73	 ;CIRCLED LATIN SMALL LETTER S
0x24e3	0x74	 ;CIRCLED LATIN SMALL LETTER T
0x24e4	0x75	 ;CIRCLED LATIN SMALL LETTER U
0x24e5	0x76	 ;CIRCLED LATIN SMALL LETTER V
0x24e6	0x77	 ;CIRCLED LATIN SMALL LETTER W
0x24e7	0x78	 ;CIRCLED LATIN SMALL LETTER X
0x24e8	0x79	 ;CIRCLED LATIN SMALL LETTER Y
0x24e9	0x7a	 ;CIRCLED LATIN SMALL LETTER Z
0x24ea	0x30	 ;CIRCLED DIGIT ZERO
0x3000	0x20	 ;IDEOGRAPHIC SPACE
0xfb29	0x2b	 ;HEBREW LETTER ALTERNATIVE PLUS SIGN
0xfe33	0x5f	 ;PRESENTATION FORM FOR VERTICAL LOW LINE
0xfe34	0x5f	 ;PRESENTATION FORM FOR VERTICAL WAVY LOW LINE
0xfe35	0x28	 ;PRESENTATION FORM FOR VERTICAL LEFT PARENTHESIS
0xfe36	0x29	 ;PRESENTATION FORM FOR VERTICAL RIGHT PARENTHESIS
0xfe37	0x7b	 ;PRESENTATION FORM FOR VERTICAL LEFT CURLY BRACKET
0xfe38	0x7d	 ;PRESENTATION FORM FOR VERTICAL RIGHT CURLY BRACKET
0xfe4d	0x5f	 ;DASHED LOW LINE
0xfe4e	0x5f	 ;CENTRELINE LOW LINE
0xfe4f	0x5f	 ;WAVY LOW LINE
0xfe50	0x2c	 ;SMALL COMMA
0xfe52	0x2e	 ;SMALL FULL STOP
0xfe54	0x3b	 ;SMALL SEMICOLON
0xfe55	0x3a	 ;SMALL COLON
0xfe56	0x3f	 ;SMALL QUESTION MARK
0xfe57	0x21	 ;SMALL EXCLAMATION MARK
0xfe59	0x28	 ;SMALL LEFT PARENTHESIS
0xfe5a	0x29	 ;SMALL RIGHT PARENTHESIS
0xfe5b	0x7b	 ;SMALL LEFT CURLY BRACKET
0xfe5c	0x7d	 ;SMALL RIGHT CURLY BRACKET
0xfe5f	0x23	 ;SMALL NUMBER SIGN
0xfe60	0x26	 ;SMALL AMPERSAND
0xfe61	0x2a	 ;SMALL ASTERISK
0xfe62	0x2b	 ;SMALL PLUS SIGN
0xfe63	0x2d	 ;SMALL HYPHEN-MINUS
0xfe64	0x3c	 ;SMALL LESS-THAN SIGN
0xfe65	0x3e	 ;SMALL GREATER-THAN SIGN
0xfe66	0x3d	 ;SMALL EQUALS SIGN
0xfe68	0x5c	 ;SMALL REVERSE SOLIDUS
0xfe69	0x24	 ;SMALL DOLLAR SIGN
0xfe6a	0x25	 ;SMALL PERCENT SIGN
0xfe6b	0x40	 ;SMALL COMMERCIAL AT
0xff01	0x21	 ;FULLWIDTH EXCLAMATION MARK
0xff02	0x22	 ;FULLWIDTH QUOTATION MARK
0xff03	0x23	 ;FULLWIDTH NUMBER SIGN
0xff04	0x24	 ;FULLWIDTH DOLLAR SIGN
0xff05	0x25	 ;FULLWIDTH PERCENT SIGN
0xff06	0x26	 ;FULLWIDTH AMPERSAND
0xff07	0x27	 ;FULLWIDTH APOSTROPHE
0xff08	0x28	 ;FULLWIDTH LEFT PARENTHESIS
0xff09	0x29	 ;FULLWIDTH RIGHT PARENTHESIS
0xff0a	0x2a	 ;FULLWIDTH ASTERISK
0xff0b	0x2b	 ;FULLWIDTH PLUS SIGN
0xff0c	0x2c	 ;FULLWIDTH COMMA
0xff0d	0x2d	 ;FULLWIDTH HYPHEN-MINUS
0xff0e	0x2e	 ;FULLWIDTH FULL STOP
0xff0f	0x2f	 ;FULLWIDTH SOLIDUS
0xff10	0x30	 ;FULLWIDTH DIGIT ZERO
0xff11	0x31	 ;FULLWIDTH DIGIT ONE
0xff12	0x32	 ;FULLWIDTH DIGIT TWO
0xff13	0x33	 ;FULLWIDTH DIGIT THREE
0xff14	0x34	 ;FULLWIDTH DIGIT FOUR
0xff15	0x35	 ;FULLWIDTH DIGIT FIVE
0xff16	0x36	 ;FULLWIDTH DIGIT SIX
0xff17	0x37	 ;FULLWIDTH DIGIT SEVEN
0xff18	0x38	 ;FULLWIDTH DIGIT EIGHT
0xff19	0x39	 ;FULLWIDTH DIGIT NINE
0xff1a	0x3a	 ;FULLWIDTH COLON
0xff1b	0x3b	 ;FULLWIDTH SEMICOLON
0xff1c	0x3c	 ;FULLWIDTH LESS-THAN SIGN
0xff1d	0x3d	 ;FULLWIDTH EQUALS SIGN
0xff1e	0x3e	 ;FULLWIDTH GREATER-THAN SIGN
0xff1f	0x3f	 ;FULLWIDTH QUESTION MARK
0xff20	0x40	 ;FULLWIDTH COMMERCIAL AT
0xff21	0x41	 ;FULLWIDTH LATIN CAPITAL LETTER A
0xff22	0x42	 ;FULLWIDTH LATIN CAPITAL LETTER B
0xff23	0x43	 ;FULLWIDTH LATIN CAPITAL LETTER C
0xff24	0x44	 ;FULLWIDTH LATIN CAPITAL LETTER D
0xff25	0x45	 ;FULLWIDTH LATIN CAPITAL LETTER E
0xff26	0x46	 ;FULLWIDTH LATIN CAPITAL LETTER F
0xff27	0x47	 ;FULLWIDTH LATIN CAPITAL LETTER G
0xff28	0x48	 ;FULLWIDTH LATIN CAPITAL LETTER H
0xff29	0x49	 ;FULLWIDTH LATIN CAPITAL LETTER I
0xff2a	0x4a	 ;FULLWIDTH LATIN CAPITAL LETTER J
0xff2b	0x4b	 ;FULLWIDTH LATIN CAPITAL LETTER K
0xff2c	0x4c	 ;FULLWIDTH LATIN CAPITAL LETTER L
0xff2d	0x4d	 ;FULLWIDTH LATIN CAPITAL LETTER M
0xff2e	0x4e	 ;FULLWIDTH LATIN CAPITAL LETTER N
0xff2f	0x4f	 ;FULLWIDTH LATIN CAPITAL LETTER O
0xff30	0x50	 ;FULLWIDTH LATIN CAPITAL LETTER P
0xff31	0x51	 ;FULLWIDTH LATIN CAPITAL LETTER Q
0xff32	0x52	 ;FULLWIDTH LATIN CAPITAL LETTER R
0xff33	0x53	 ;FULLWIDTH LATIN CAPITAL LETTER S
0xff34	0x54	 ;FULLWIDTH LATIN CAPITAL LETTER T
0xff35	0x55	 ;FULLWIDTH LATIN CAPITAL LETTER U
0xff36	0x56	 ;FULLWIDTH LATIN CAPITAL LETTER V
0xff37	0x57	 ;FULLWIDTH LATIN CAPITAL LETTER W
0xff38	0x58	 ;FULLWIDTH LATIN CAPITAL LETTER X
0xff39	0x59	 ;FULLWIDTH LATIN CAPITAL LETTER Y
0xff3a	0x5a	 ;FULLWIDTH LATIN CAPITAL LETTER Z
0xff3b	0x5b	 ;FULLWIDTH LEFT SQUARE BRACKET
0xff3c	0x5c	 ;FULLWIDTH REVERSE SOLIDUS
0xff3d	0x5d	 ;FULLWIDTH RIGHT SQUARE BRACKET
0xff3e	0x5e	 ;FULLWIDTH CIRCUMFLEX ACCENT
0xff3f	0x5f	 ;FULLWIDTH LOW LINE
0xff40	0x60	 ;FULLWIDTH GRAVE ACCENT
0xff41	0x61	 ;FULLWIDTH LATIN SMALL LETTER A
0xff42	0x62	 ;FULLWIDTH LATIN SMALL LETTER B
0xff43	0x63	 ;FULLWIDTH LATIN SMALL LETTER C
0xff44	0x64	 ;FULLWIDTH LATIN SMALL LETTER D
0xff45	0x65	 ;FULLWIDTH LATIN SMALL LETTER E
0xff46	0x66	 ;FULLWIDTH LATIN SMALL LETTER F
0xff47	0x67	 ;FULLWIDTH LATIN SMALL LETTER G
0xff48	0x68	 ;FULLWIDTH LATIN SMALL LETTER H
0xff49	0x69	 ;FULLWIDTH LATIN SMALL LETTER I
0xff4a	0x6a	 ;FULLWIDTH LATIN SMALL LETTER J
0xff4b	0x6b	 ;FULLWIDTH LATIN SMALL LETTER K
0xff4c	0x6c	 ;FULLWIDTH LATIN SMALL LETTER L
0xff4d	0x6d	 ;FULLWIDTH LATIN SMALL LETTER M
0xff4e	0x6e	 ;FULLWIDTH LATIN SMALL LETTER N
0xff4f	0x6f	 ;FULLWIDTH LATIN SMALL LETTER O
0xff50	0x70	 ;FULLWIDTH LATIN SMALL LETTER P
0xff51	0x71	 ;FULLWIDTH LATIN SMALL LETTER Q
0xff52	0x72	 ;FULLWIDTH LATIN SMALL LETTER R
0xff53	0x73	 ;FULLWIDTH LATIN SMALL LETTER S
0xff54	0x74	 ;FULLWIDTH LATIN SMALL LETTER T
0xff55	0x75	 ;FULLWIDTH LATIN SMALL LETTER U
0xff56	0x76	 ;FULLWIDTH LATIN SMALL LETTER V
0xff57	0x77	 ;FULLWIDTH LATIN SMALL LETTER W
0xff58	0x78	 ;FULLWIDTH LATIN SMALL LETTER X
0xff59	0x79	 ;FULLWIDTH LATIN SMALL LETTER Y
0xff5a	0x7a	 ;FULLWIDTH LATIN SMALL LETTER Z
0xff5b	0x7b	 ;FULLWIDTH LEFT CURLY BRACKET
0xff5c	0x7c	 ;FULLWIDTH VERTICAL LINE
0xff5d	0x7d	 ;FULLWIDTH RIGHT CURLY BRACKET
0xff5e	0x7e	 ;FULLWIDTH TILDE
0xffe0	0xa2	 ;FULLWIDTH CENT SIGN
0xffe1	0xa3	 ;FULLWIDTH POUND SIGN
0xffe2	0xac	 ;FULLWIDTH NOT SIGN
0xffe4	0xa6	 ;FULLWIDTH BROKEN BAR

ENDCODEPAGE
