# DerivedNormalizationProps-5.0.0.txt
# Date: 2006-06-07, 17:42:44 GMT [MD]
#
# Unicode Character Database
# Copyright (c) 1991-2006 Unicode, Inc.
# For terms of use, see http://www.unicode.org/terms_of_use.html
# For documentation, see UCD.html

# ================================================

# Derived Property: FC_NFKC_Closure
#  Generated from computing: b = NFKC(Fold(a)); c = NFKC(Fold(b));
#  Then if (c != b) add the mapping from a to c to the set of
#  mappings that constitute the FC_NFKC_Closure list
#  Uses the full case folding from CaseFolding.txt, without the T option.

037A  ; FC_NFKC; 0020 03B9
1D750..1D76E  ; NFKD_QC; N
1D76F         ; NFKD_QC; N
1D770..1D788  ; NFKD_QC; N
1D789         ; NFKD_QC; N
1D78A..1D7A8  ; NFKD_QC; N
1D7A9         ; NFKD_QC; N
1D7AA..1D7C2  ; NFKD_QC; N
1D7C3         ; NFKD_QC; N
1D7C4..1D7CB  ; NFKD_QC; N
1D7CE..1D7FF  ; NFKD_QC; N
2F800..2FA1D  ; NFKD_QC; N

# Total code points: 16574

# ================================================

# Property:	NFKC_Quick_Check

#  All code points not explicitly listed for NFKC_Quick_Check
#  have the value Yes (Y).

# @missing: 0000..10FFFF; NFKC_QC; Yes

# ================================================

# NFKC_Quick_Check=No

00A0          ; NFKC_QC; N
00A8          ; NFKC_QC; N
00AA          ; NFKC_QC; N
00AF          ; NFKC_QC; N
00B2..00B3    ; NFKC_QC; N
00B4          ; NFKC_QC; N
00B5          ; NFKC_QC; N
00B8          ; NFKC_QC; N
00B9          ; NFKC_QC; N
00BA          ; NFKC_QC; N
00BC..00BE    ; NFKC_QC; N
0132..0133    ; NFKC_QC; N
013F..0140    ; NFKC_QC; N
0149          ; NFKC_QC; N
017F          ; NFKC_QC; N
01C4..01CC    ; NFKC_QC; N
01F1..01F3    ; NFKC_QC; N
02B0..02B8    ; NFKC_QC; N
02D8..02DD    ; NFKC_QC; N
02E0..02E4    ; NFKC_QC; N
0340..0341    ; NFKC_QC; N
0343..0344    ; NFKC_QC; N
0374          ; NFKC_QC; N
037A          ; NFKC_QC; N
037E          ; NFKC_QC; N
0384..0385    ; NFKC_QC; N
0387          ; NFKC_QC; N
03D0..03D6    ; NFKC_QC; N
03F0..03F2    ; NFKC_QC; N
03F4..03F5    ; NFKC_QC; N
03F9          ; NFKC_QC; N
0587          ; NFKC_QC; N
0675..0678    ; NFKC_QC; N
0958..095F    ; NFKC_QC; N
09DC..09DD    ; NFKC_QC; N
09DF          ; NFKC_QC; N
0A33          ; NFKC_QC; N
0A36          ; NFKC_QC; N
0A59..0A5B    ; NFKC_QC; N
0A5E          ; NFKC_QC; N
0B5C..0B5D    ; NFKC_QC; N
0E33          ; NFKC_QC; N
0EB3          ; NFKC_QC; N
0EDC..0EDD    ; NFKC_QC; N
0F0C          ; NFKC_QC; N
0F43          ; NFKC_QC; N
0F4D          ; NFKC_QC; N
0F52          ; NFKC_QC; N
0F57          ; NFKC_QC; N
0F5C          ; NFKC_QC; N
0F69          ; NFKC_QC; N
0F73          ; NFKC_QC; N
0F75..0F79    ; NFKC_QC; N
0F81          ; NFKC_QC; N
0F93          ; NFKC_QC; N
0F9D          ; NFKC_QC; N
0FA2          ; NFKC_QC; N
0FA7          ; NFKC_QC; N
0FAC          ; NFKC_QC; N
0FB9          ; NFKC_QC; N
10FC          ; NFKC_QC; N
1D2C..1D2E    ; NFKC_QC; N
1D30..1D3A    ; NFKC_QC; N
1D3C..1D4D    ; NFKC_QC; N
1D4F..1D61    ; NFKC_QC; N
1D62..1D6A    ; NFKC_QC; N
1D78          ; NFKC_QC; N
1D9B..1DBF    ; NFKC_QC; N
1E9A..1E9B    ; NFKC_QC; N
1F71          ; NFKC_QC; N
1F73          ; NFKC_QC; N
1F75          ; NFKC_QC; N
1F77          ; NFKC_QC; N
1F79          ; NFKC_QC; N
1F7B          ; NFKC_QC; N
1F7D          ; NFKC_QC; N
1FBB          ; NFKC_QC; N
1FBD          ; NFKC_QC; N
1FBE          ; NFKC_QC; N
1FBF..1FC1    ; NFKC_QC; N
1FC9          ; NFKC_QC; N
1FCB          ; NFKC_QC; N
1FCD..1FCF    ; NFKC_QC; N
1FD3          ; NFKC_QC; N
1FDB          ; NFKC_QC; N
1FDD..1FDF    ; NFKC_QC; N
1FE3          ; NFKC_QC; N
1FEB          ; NFKC_QC; N
1FED..1FEF    ; NFKC_QC; N
1FF9          ; NFKC_QC; N
1FFB          ; NFKC_QC; N
1FFD..1FFE    ; NFKC_QC; N
2000..200A    ; NFKC_QC; N
2011          ; NFKC_QC; N
2017          ; NFKC_QC; N
2024..2026    ; NFKC_QC; N
202F          ; NFKC_QC; N
2033..2034    ; NFKC_QC; N
2036..2037    ; NFKC_QC; N
203C          ; NFKC_QC; N
203E          ; NFKC_QC; N
2047..2049    ; NFKC_QC; N
2057          ; NFKC_QC; N
205F          ; NFKC_QC; N
2070          ; NFKC_QC; N
2071          ; NFKC_QC; N
2074..2079    ; NFKC_QC; N
207A..207C    ; NFKC_QC; N
207D          ; NFKC_QC; N
207E          ; NFKC_QC; N
207F          ; NFKC_QC; N
2080..2089    ; NFKC_QC; N
208A..208C    ; NFKC_QC; N
208D          ; NFKC_QC; N
208E          ; NFKC_QC; N
2090..2094    ; NFKC_QC; N
20A8          ; NFKC_QC; N
2100..2101    ; NFKC_QC; N
2102          ; NFKC_QC; N
2103          ; NFKC_QC; N
2105..2106    ; NFKC_QC; N
2107          ; NFKC_QC; N
2109          ; NFKC_QC; N
210A..2113    ; NFKC_QC; N
2115          ; NFKC_QC; N
2116          ; NFKC_QC; N
2119..211D    ; NFKC_QC; N
2120..2122    ; NFKC_QC; N
2124          ; NFKC_QC; N
2126          ; NFKC_QC; N
2128          ; NFKC_QC; N
212A..212D    ; NFKC_QC; N
212F..2131    ; NFKC_QC; N
2133..2134    ; NFKC_QC; N
2135..2138    ; NFKC_QC; N
2139          ; NFKC_QC; N
213B          ; NFKC_QC; N
213C..213F    ; NFKC_QC; N
2140          ; NFKC_QC; N
2145..2149    ; NFKC_QC; N
2153..215F    ; NFKC_QC; N
2160..217F    ; NFKC_QC; N
222C..222D    ; NFKC_QC; N
222F..2230    ; NFKC_QC; N
2329          ; NFKC_QC; N
232A          ; NFKC_QC; N
2460..249B    ; NFKC_QC; N
249C..24E9    ; NFKC_QC; N
24EA          ; NFKC_QC; N
2A0C          ; NFKC_QC; N
2A74..2A76    ; NFKC_QC; N
2ADC          ; NFKC_QC; N
2D6F          ; NFKC_QC; N
2E9F          ; NFKC_QC; N
2EF3          ; NFKC_QC; N
2F00..2FD5    ; NFKC_QC; N
3000          ; NFKC_QC; N
3036          ; NFKC_QC; N
3038..303A    ; NFKC_QC; N
309B..309C    ; NFKC_QC; N
309F          ; NFKC_QC; N
30FF          ; NFKC_QC; N
3131..318E    ; NFKC_QC; N
3192..3195    ; NFKC_QC; N
3196..319F    ; NFKC_QC; N
3200..321E    ; NFKC_QC; N
3220..3229    ; NFKC_QC; N
322A..3243    ; NFKC_QC; N
3250          ; NFKC_QC; N
3251..325F    ; NFKC_QC; N
3260..327E    ; NFKC_QC; N
3280..3289    ; NFKC_QC; N
328A..32B0    ; NFKC_QC; N
32B1..32BF    ; NFKC_QC; N
32C0..32FE    ; NFKC_QC; N
3300..33FF    ; NFKC_QC; N
F900..FA0D    ; NFKC_QC; N
FA10          ; NFKC_QC; N
FA12          ; NFKC_QC; N
FA15..FA1E    ; NFKC_QC; N
FA20          ; NFKC_QC; N
FA22          ; NFKC_QC; N
FA25..FA26    ; NFKC_QC; N
FA2A..FA2D    ; NFKC_QC; N
FA30..FA6A    ; NFKC_QC; N
FA70..FAD9    ; NFKC_QC; N
FB00..FB06    ; NFKC_QC; N
FB13..FB17    ; NFKC_QC; N
FB1D          ; NFKC_QC; N
FB1F..FB28    ; NFKC_QC; N
FB29          ; NFKC_QC; N
FB2A..FB36    ; NFKC_QC; N
FB38..FB3C    ; NFKC_QC; N
FB3E          ; NFKC_QC; N
FB40..FB41    ; NFKC_QC; N
FB43..FB44    ; NFKC_QC; N
FB46..FBB1    ; NFKC_QC; N
FBD3..FD3D    ; NFKC_QC; N
FD50..FD8F    ; NFKC_QC; N
FD92..FDC7    ; NFKC_QC; N
FDF0..FDFB    ; NFKC_QC; N
FDFC          ; NFKC_QC; N
FE10..FE16    ; NFKC_QC; N
FE17          ; NFKC_QC; N
FE18          ; NFKC_QC; N
FE19          ; NFKC_QC; N
FE30          ; NFKC_QC; N
FE31..FE32    ; NFKC_QC; N
FE33..FE34    ; NFKC_QC; N
FE35          ; NFKC_QC; N
FE36          ; NFKC_QC; N
FE37          ; NFKC_QC; N
FE38          ; NFKC_QC; N
FE39          ; NFKC_QC; N
FE3A          ; NFKC_QC; N
FE3B          ; NFKC_QC; N
FE3C          ; NFKC_QC; N
FE3D          ; NFKC_QC; N
FE3E          ; NFKC_QC; N
FE3F          ; NFKC_QC; N
FE40          ; NFKC_QC; N
FE41          ; NFKC_QC; N
FE42          ; NFKC_QC; N
FE43          ; NFKC_QC; N
FE44          ; NFKC_QC; N
FE47          ; NFKC_QC; N
FE48          ; NFKC_QC; N
FE49..FE4C    ; NFKC_QC; N
FE4D..FE4F    ; NFKC_QC; N
FE50..FE52    ; NFKC_QC; N
FE54..FE57    ; NFKC_QC; N
FE58          ; NFKC_QC; N
FE59          ; NFKC_QC; N
FE5A          ; NFKC_QC; N
FE5B          ; NFKC_QC; N
FE5C          ; NFKC_QC; N
FE5D          ; NFKC_QC; N
FE5E          ; NFKC_QC; N
FE5F..FE61    ; NFKC_QC; N
FE62          ; NFKC_QC; N
FE63          ; NFKC_QC; N
FE64..FE66    ; NFKC_QC; N
FE68          ; NFKC_QC; N
FE69          ; NFKC_QC; N
FE6A..FE6B    ; NFKC_QC; N
FE70..FE72    ; NFKC_QC; N
FE74          ; NFKC_QC; N
FE76..FEFC    ; NFKC_QC; N
FF01..FF03    ; NFKC_QC; N
FF04          ; NFKC_QC; N
FF05..FF07    ; NFKC_QC; N
FF08          ; NFKC_QC; N
FF09          ; NFKC_QC; N
FF0A          ; NFKC_QC; N
FF0B          ; NFKC_QC; N
FF0C          ; NFKC_QC; N
FF0D          ; NFKC_QC; N
FF0E..FF0F    ; NFKC_QC; N
FF10..FF19    ; NFKC_QC; N
FF1A..FF1B    ; NFKC_QC; N
FF1C..FF1E    ; NFKC_QC; N
FF1F..FF20    ; NFKC_QC; N
FF21..FF3A    ; NFKC_QC; N
FF3B          ; NFKC_QC; N
FF3C          ; NFKC_QC; N
FF3D          ; NFKC_QC; N
FF3E          ; NFKC_QC; N
FF3F          ; NFKC_QC; N
FF40          ; NFKC_QC; N
FF41..FF5A    ; NFKC_QC; N
FF5B          ; NFKC_QC; N
FF5C          ; NFKC_QC; N
FF5D          ; NFKC_QC; N
FF5E          ; NFKC_QC; N
FF5F          ; NFKC_QC; N
FF60          ; NFKC_QC; N
FF61          ; NFKC_QC; N
FF62          ; NFKC_QC; N
FF63          ; NFKC_QC; N
FF64..FF65    ; NFKC_QC; N
FF66..FF6F    ; NFKC_QC; N
FF70          ; NFKC_QC; N
FF71..FF9D    ; NFKC_QC; N
FF9E..FF9F    ; NFKC_QC; N
FFA0..FFBE    ; NFKC_QC; N
FFC2..FFC7    ; NFKC_QC; N
FFCA..FFCF    ; NFKC_QC; N
FFD2..FFD7    ; NFKC_QC; N
FFDA..FFDC    ; NFKC_QC; N
FFE0..FFE1    ; NFKC_QC; N
FFE2          ; NFKC_QC; N
FFE3          ; NFKC_QC; N
FFE4          ; NFKC_QC; N
FFE5..FFE6    ; NFKC_QC; N
FFE8          ; NFKC_QC; N
FFE9..FFEC    ; NFKC_QC; N
FFED..FFEE    ; NFKC_QC; N
1D15E..1D164  ; NFKC_QC; N
1D1BB..1D1C0  ; NFKC_QC; N
1D400..1D454  ; NFKC_QC; N
1D456..1D49C  ; NFKC_QC; N
1D49E..1D49F  ; NFKC_QC; N
1D4A2         ; NFKC_QC; N
1D4A5..1D4A6  ; NFKC_QC; N
1D4A9..1D4AC  ; NFKC_QC; N
1D4AE..1D4B9  ; NFKC_QC; N
1D4BB         ; NFKC_QC; N
1D4BD..1D4C3  ; NFKC_QC; N
1D4C5..1D505  ; NFKC_QC; N
1D507..1D50A  ; NFKC_QC; N
1D50D..1D514  ; NFKC_QC; N
1D516..1D51C  ; NFKC_QC; N
1D51E..1D539  ; NFKC_QC; N
1D53B..1D53E  ; NFKC_QC; N
1D540..1D544  ; NFKC_QC; N
1D546         ; NFKC_QC; N
1D54A..1D550  ; NFKC_QC; N
1D552..1D6A5  ; NFKC_QC; N
1D6A8..1D6C0  ; NFKC_QC; N
1D6C1         ; NFKC_QC; N
1D6C2..1D6DA  ; NFKC_QC; N
1D6DB         ; NFKC_QC; N
1D6DC..1D6FA  ; NFKC_QC; N
1D6FB         ; NFKC_QC; N
1D6FC..1D714  ; NFKC_QC; N
1D715         ; NFKC_QC; N
1D716..1D734  ; NFKC_QC; N
1D735         ; NFKC_QC; N
1D736..1D74E  ; NFKC_QC; N
1D74F         ; NFKC_QC; N
1D750..1D76E  ; NFKC_QC; N
1D76F         ; NFKC_QC; N
1D770..1D788  ; NFKC_QC; N
1D789         ; NFKC_QC; N
1D78A..1D7A8  ; NFKC_QC; N
1D7A9         ; NFKC_QC; N
1D7AA..1D7C2  ; NFKC_QC; N
1D7C3         ; NFKC_QC; N
1D7C4..1D7CB  ; NFKC_QC; N
1D7CE..1D7FF  ; NFKC_QC; N
2F800..2FA1D  ; NFKC_QC; N

# Total code points: 4486

# ================================================

# NFKC_Quick_Check=Maybe

0300..0304    ; NFKC_QC; M
0306..030C    ; NFKC_QC; M
030F          ; NFKC_QC; M
0311          ; NFKC_QC; M
0313..0314    ; NFKC_QC; M
031B          ; NFKC_QC; M
0323..0328    ; NFKC_QC; M
032D..032E    ; NFKC_QC; M
0330..0331    ; NFKC_QC; M
0338          ; NFKC_QC; M
0342          ; NFKC_QC; M
0345          ; NFKC_QC; M
0653..0655    ; NFKC_QC; M
093C          ; NFKC_QC; M
09BE          ; NFKC_QC; M
09D7          ; NFKC_QC; M
0B3E          ; NFKC_QC; M
0B56          ; NFKC_QC; M
0B57          ; NFKC_QC; M
0BBE          ; NFKC_QC; M
0BD7          ; NFKC_QC; M
0C56          ; NFKC_QC; M
0CC2          ; NFKC_QC; M
0CD5..0CD6    ; NFKC_QC; M
0D3E          ; NFKC_QC; M
0D57          ; NFKC_QC; M
0DCA          ; NFKC_QC; M
0DCF          ; NFKC_QC; M
0DDF          ; NFKC_QC; M
102E          ; NFKC_QC; M
1161..1175    ; NFKC_QC; M
11A8..11C2    ; NFKC_QC; M
1B35          ; NFKC_QC; M
3099..309A    ; NFKC_QC; M

# Total code points: 102

# ================================================

# Derived Property: Expands_On_NFD
#   Generated according to UAX #15.
#   Characters whose normalized length is not one.
#   WARNING: Normalization of STRINGS must use the algorithm in UAX #15 because characters may interact.
#            The length of a normalized string is not necessarily the sum of the lengths of the normalized characters!

00C0..00C5    ; Expands_On_NFD
00C7..00CF    ; Expands_On_NFD
00D1..00D6    ; Expands_On_NFD
00D9..00DD    ; Expands_On_NFD
00E0..00E5    ; Expands_On_NFD
00E7..00EF    ; Expands_On_NFD
00F1..00F6    ; Expands_On_NFD
00F9..00FD    ; Expands_On_NFD
00FF..010F    ; Expands_On_NFD
0112..0125    ; Expands_On_NFD
0128..0130    ; Expands_On_NFD
0134..0137    ; Expands_On_NFD
0139..013E    ; Expands_On_NFD
0143..0148    ; Expands_On_NFD
014C..0151    ; Expands_On_NFD
0154..0165    ; Expands_On_NFD
0168..017E    ; Expands_On_NFD
01A0..01A1    ; Expands_On_NFD
01AF..01B0    ; Expands_On_NFD
01CD..01DC    ; Expands_On_NFD
01DE..01E3    ; Expands_On_NFD
01E6..01F0    ; Expands_On_NFD
01F4..01F5    ; Expands_On_NFD
01F8..021B    ; Expands_On_NFD
021E..021F    ; Expands_On_NFD
0226..0233    ; Expands_On_NFD
0344          ; Expands_On_NFD
0385          ; Expands_On_NFD
0386          ; Expands_On_NFD
0388..038A    ; Expands_On_NFD
038C          ; Expands_On_NFD
038E..0390    ; Expands_On_NFD
03AA..03B0    ; Expands_On_NFD
03CA..03CE    ; Expands_On_NFD
03D3..03D4    ; Expands_On_NFD
0400..0401    ; Expands_On_NFD
0403          ; Expands_On_NFD
0407          ; Expands_On_NFD
040C..040E    ; Expands_On_NFD
0419          ; Expands_On_NFD
0439          ; Expands_On_NFD
0450..0451    ; Expands_On_NFD
0453          ; Expands_On_NFD
0457          ; Expands_On_NFD
045C..045E    ; Expands_On_NFD
0476..0477    ; Expands_On_NFD
04C1..04C2    ; Expands_On_NFD
04D0..04D3    ; Expands_On_NFD
04D6..04D7    ; Expands_On_NFD
04DA..04DF    ; Expands_On_NFD
04E2..04E7    ; Expands_On_NFD
04EA..04F5    ; Expands_On_NFD
04F8..04F9    ; Expands_On_NFD
0622..0626    ; Expands_On_NFD
06C0          ; Expands_On_NFD
06C2          ; Expands_On_NFD
06D3          ; Expands_On_NFD
0929          ; Expands_On_NFD
0931          ; Expands_On_NFD
0934          ; Expands_On_NFD
0958..095F    ; Expands_On_NFD
09CB..09CC    ; Expands_On_NFD
09DC..09DD    ; Expands_On_NFD
09DF          ; Expands_On_NFD
0A33          ; Expands_On_NFD
0A36          ; Expands_On_NFD
0A59..0A5B    ; Expands_On_NFD
0A5E          ; Expands_On_NFD
0B48          ; Expands_On_NFD
0B4B..0B4C    ; Expands_On_NFD
0B5C..0B5D    ; Expands_On_NFD
0B94          ; Expands_On_NFD
0BCA..0BCC    ; Expands_On_NFD
0C48          ; Expands_On_NFD
0CC0          ; Expands_On_NFD
0CC7..0CC8    ; Expands_On_NFD
0CCA..0CCB    ; Expands_On_NFD
0D4A..0D4C    ; Expands_On_NFD
0DDA          ; Expands_On_NFD
0DDC..0DDE    ; Expands_On_NFD
0F43          ; Expands_On_NFD
0F4D          ; Expands_On_NFD
0F52          ; Expands_On_NFD
0F57          ; Expands_On_NFD
0F5C          ; Expands_On_NFD
0F69          ; Expands_On_NFD
0F73          ; Expands_On_NFD
0F75..0F76    ; Expands_On_NFD
0F78          ; Expands_On_NFD
0F81          ; Expands_On_NFD
0F93          ; Expands_On_NFD
0F9D          ; Expands_On_NFD
0FA2          ; Expands_On_NFD
0FA7          ; Expands_On_NFD
0FAC          ; Expands_On_NFD
0FB9          ; Expands_On_NFD
1026          ; Expands_On_NFD
1B06          ; Expands_On_NFD
1B08          ; Expands_On_NFD
1B0A          ; Expands_On_NFD
1B0C          ; Expands_On_NFD
1B0E          ; Expands_On_NFD
1B12          ; Expands_On_NFD
1B3B          ; Expands_On_NFD
1B3D          ; Expands_On_NFD
1B40..1B41    ; Expands_On_NFD
1B43          ; Expands_On_NFD
1E00..1E99    ; Expands_On_NFD
1E9B          ; Expands_On_NFD
1EA0..1EF9    ; Expands_On_NFD
1F00..1F15    ; Expands_On_NFD
1F18..1F1D    ; Expands_On_NFD
1F20..1F45    ; Expands_On_NFD
1F48..1F4D    ; Expands_On_NFD
1F50..1F57    ; Expands_On_NFD
1F59          ; Expands_On_NFD
1F5B          ; Expands_On_NFD
1F5D          ; Expands_On_NFD
1F5F..1F7D    ; Expands_On_NFD
1F80..1FB4    ; Expands_On_NFD
1FB6..1FBC    ; Expands_On_NFD
1FC1          ; Expands_On_NFD
1FC2..1FC4    ; Expands_On_NFD
1FC6..1FCC    ; Expands_On_NFD
1FCD..1FCF    ; Expands_On_NFD
1FD0..1FD3    ; Expands_On_NFD
1FD6..1FDB    ; Expands_On_NFD
1FDD..1FDF    ; Expands_On_NFD
1FE0..1FEC    ; Expands_On_NFD
1FED..1FEE    ; Expands_On_NFD
1FF2..1FF4    ; Expands_On_NFD
1FF6..1FFC    ; Expands_On_NFD
212B          ; Expands_On_NFD
219A..219B    ; Expands_On_NFD
21AE          ; Expands_On_NFD
21CD          ; Expands_On_NFD
21CE..21CF    ; Expands_On_NFD
2204          ; Expands_On_NFD
2209          ; Expands_On_NFD
220C          ; Expands_On_NFD
2224          ; Expands_On_NFD
2226          ; Expands_On_NFD
2241          ; Expands_On_NFD
2244          ; Expands_On_NFD
2247          ; Expands_On_NFD
2249          ; Expands_On_NFD
2260          ; Expands_On_NFD
2262          ; Expands_On_NFD
226D..2271    ; Expands_On_NFD
2274..2275    ; Expands_On_NFD
2278..2279    ; Expands_On_NFD
2280..2281    ; Expands_On_NFD
2284..2285    ; Expands_On_NFD
2288..2289    ; Expands_On_NFD
22AC..22AF    ; Expands_On_NFD
22E0..22E3    ; Expands_On_NFD
22EA..22ED    ; Expands_On_NFD
2ADC          ; Expands_On_NFD
304C          ; Expands_On_NFD
304E          ; Expands_On_NFD
3050          ; Expands_On_NFD
3052          ; Expands_On_NFD
3054          ; Expands_On_NFD
3056          ; Expands_On_NFD
3058          ; Expands_On_NFD
305A          ; Expands_On_NFD
305C          ; Expands_On_NFD
305E          ; Expands_On_NFD
3060          ; Expands_On_NFD
3062          ; Expands_On_NFD
3065          ; Expands_On_NFD
3067          ; Expands_On_NFD
3069          ; Expands_On_NFD
3070..3071    ; Expands_On_NFD
3073..3074    ; Expands_On_NFD
3076..3077    ; Expands_On_NFD
3079..307A    ; Expands_On_NFD
307C..307D    ; Expands_On_NFD
3094          ; Expands_On_NFD
309E          ; Expands_On_NFD
30AC          ; Expands_On_NFD
30AE          ; Expands_On_NFD
30B0          ; Expands_On_NFD
30B2          ; Expands_On_NFD
30B4          ; Expands_On_NFD
30B6          ; Expands_On_NFD
30B8          ; Expands_On_NFD
30BA          ; Expands_On_NFD
30BC          ; Expands_On_NFD
30BE          ; Expands_On_NFD
30C0          ; Expands_On_NFD
30C2          ; Expands_On_NFD
30C5          ; Expands_On_NFD
30C7          ; Expands_On_NFD
30C9          ; Expands_On_NFD
30D0..30D1    ; Expands_On_NFD
30D3..30D4    ; Expands_On_NFD
30D6..30D7    ; Expands_On_NFD
30D9..30DA    ; Expands_On_NFD
30DC..30DD    ; Expands_On_NFD
30F4          ; Expands_On_NFD
30F7..30FA    ; Expands_On_NFD
30FE          ; Expands_On_NFD
AC00..D7A3    ; Expands_On_NFD
FB1D          ; Expands_On_NFD
FB1F          ; Expands_On_NFD
FB2A..FB36    ; Expands_On_NFD
FB38..FB3C    ; Expands_On_NFD
FB3E          ; Expands_On_NFD
FB40..FB41    ; Expands_On_NFD
FB43..FB44    ; Expands_On_NFD
FB46..FB4E    ; Expands_On_NFD
1D15E..1D164  ; Expands_On_NFD
1D1BB..1D1C0  ; Expands_On_NFD

# Total code points: 12203

# ================================================

# Derived Property: Expands_On_NFC
#   Generated according to UAX #15.
#   Characters whose normalized length is not one.
#   WARNING: Normalization of STRINGS must use the algorithm in UAX #15 because characters may interact.
#            The length of a normalized string is not necessarily the sum of the lengths of the normalized characters!

0344          ; Expands_On_NFC
0958..095F    ; Expands_On_NFC
09DC..09DD    ; Expands_On_NFC
09DF          ; Expands_On_NFC
0A33          ; Expands_On_NFC
0A36          ; Expands_On_NFC
0A59..0A5B    ; Expands_On_NFC
0A5E          ; Expands_On_NFC
0B5C..0B5D    ; Expands_On_NFC
0F43          ; Expands_On_NFC
0F4D          ; Expands_On_NFC
0F52          ; Expands_On_NFC
0F57          ; Expands_On_NFC
0F5C          ; Expands_On_NFC
0F69          ; Expands_On_NFC
0F73          ; Expands_On_NFC
0F75..0F76    ; Expands_On_NFC
0F78          ; Expands_On_NFC
0F81          ; Expands_On_NFC
0F93          ; Expands_On_NFC
0F9D          ; Expands_On_NFC
0FA2          ; Expands_On_NFC
0FA7          ; Expands_On_NFC
0FAC          ; Expands_On_NFC
0FB9          ; Expands_On_NFC
2ADC          ; Expands_On_NFC
FB1D          ; Expands_On_NFC
FB1F          ; Expands_On_NFC
FB2A..FB36    ; Expands_On_NFC
FB38..FB3C    ; Expands_On_NFC
FB3E          ; Expands_On_NFC
FB40..FB41    ; Expands_On_NFC
FB43..FB44    ; Expands_On_NFC
FB46..FB4E    ; Expands_On_NFC
1D15E..1D164  ; Expands_On_NFC
1D1BB..1D1C0  ; Expands_On_NFC

# Total code points: 85

# ================================================

# Derived Property: Expands_On_NFKD
#   Generated according to UAX #15.
#   Characters whose normalized length is not one.
#   WARNING: Normalization of STRINGS must use the algorithm in UAX #15 because characters may interact.
#            The length of a normalized string is not necessarily the sum of the lengths of the normalized characters!

00A8          ; Expands_On_NFKD
00AF          ; Expands_On_NFKD
00B4          ; Expands_On_NFKD
00B8          ; Expands_On_NFKD
00BC..00BE    ; Expands_On_NFKD
00C0..00C5    ; Expands_On_NFKD
00C7..00CF    ; Expands_On_NFKD
00D1..00D6    ; Expands_On_NFKD
00D9..00DD    ; Expands_On_NFKD
00E0..00E5    ; Expands_On_NFKD
00E7..00EF    ; Expands_On_NFKD
00F1..00F6    ; Expands_On_NFKD
00F9..00FD    ; Expands_On_NFKD
00FF..010F    ; Expands_On_NFKD
0112..0125    ; Expands_On_NFKD
0128..0130    ; Expands_On_NFKD
0132..0137    ; Expands_On_NFKD
0139..0140    ; Expands_On_NFKD
0143..0149    ; Expands_On_NFKD
014C..0151    ; Expands_On_NFKD
0154..0165    ; Expands_On_NFKD
0168..017E    ; Expands_On_NFKD
01A0..01A1    ; Expands_On_NFKD
01AF..01B0    ; Expands_On_NFKD
01C4..01DC    ; Expands_On_NFKD
01DE..01E3    ; Expands_On_NFKD
01E6..01F5    ; Expands_On_NFKD
01F8..021B    ; Expands_On_NFKD
021E..021F    ; Expands_On_NFKD
0226..0233    ; Expands_On_NFKD
02D8..02DD    ; Expands_On_NFKD
0344          ; Expands_On_NFKD
037A          ; Expands_On_NFKD
0384..0385    ; Expands_On_NFKD
0386          ; Expands_On_NFKD
0388..038A    ; Expands_On_NFKD
038C          ; Expands_On_NFKD
038E..0390    ; Expands_On_NFKD
03AA..03B0    ; Expands_On_NFKD
03CA..03CE    ; Expands_On_NFKD
03D3..03D4    ; Expands_On_NFKD
0400..0401    ; Expands_On_NFKD
0403          ; Expands_On_NFKD
0407          ; Expands_On_NFKD
040C..040E    ; Expands_On_NFKD
0419          ; Expands_On_NFKD
0439          ; Expands_On_NFKD
0450..0451    ; Expands_On_NFKD
0453          ; Expands_On_NFKD
0457          ; Expands_On_NFKD
045C..045E    ; Expands_On_NFKD
0476..0477    ; Expands_On_NFKD
04C1..04C2    ; Expands_On_NFKD
04D0..04D3    ; Expands_On_NFKD
04D6..04D7    ; Expands_On_NFKD
04DA..04DF    ; Expands_On_NFKD
04E2..04E7    ; Expands_On_NFKD
04EA..04F5    ; Expands_On_NFKD
04F8..04F9    ; Expands_On_NFKD
0587          ; Expands_On_NFKD
0622..0626    ; Expands_On_NFKD
0675..0678    ; Expands_On_NFKD
06C0          ; Expands_On_NFKD
06C2          ; Expands_On_NFKD
06D3          ; Expands_On_NFKD
0929          ; Expands_On_NFKD
0931          ; Expands_On_NFKD
0934          ; Expands_On_NFKD
0958..095F    ; Expands_On_NFKD
09CB..09CC    ; Expands_On_NFKD
09DC..09DD    ; Expands_On_NFKD
09DF          ; Expands_On_NFKD
0A33          ; Expands_On_NFKD
0A36          ; Expands_On_NFKD
0A59..0A5B    ; Expands_On_NFKD
0A5E          ; Expands_On_NFKD
0B48          ; Expands_On_NFKD
0B4B..0B4C    ; Expands_On_NFKD
0B5C..0B5D    ; Expands_On_NFKD
0B94          ; Expands_On_NFKD
0BCA..0BCC    ; Expands_On_NFKD
0C48          ; Expands_On_NFKD
0CC0          ; Expands_On_NFKD
0CC7..0CC8    ; Expands_On_NFKD
0CCA..0CCB    ; Expands_On_NFKD
0D4A..0D4C    ; Expands_On_NFKD
0DDA          ; Expands_On_NFKD
