# Fractional UCA Table, generated from standard UCA
# 2006-06-10, 20:18:04 GMT [MD]
# VERSION: UCA=5.0.0, UCD=5.0.0
# Copyright (c) 1991-2006 Unicode, Inc.

# Generated processed version, as described in ICU design document.
# NOTES
#  - Bugs in UCA data are NOT FIXED, except for the following problems:
#    - canonical equivalents are decomposed directly (some beta UCA are wrong).
#    - overlapping variable ranges are fixed.
#  - Format is as follows:
#      <codepoint> (' ' <codepoint>)* ';' ('L' | 'S') ';' <fractionalCE>+ ' # ' <UCA_CE> '# ' <name> 
#    - zero weights are not printed
#    - S: contains at least one lowercase or SMALL kana
#    - L: otherwise
#    - Different primaries are separated by a blank line.
# WARNING
#  - Differs from previous version in that MAX value was introduced at 1F.
#    All tertiary values are shifted down by 1, filling the gap at 7!

[UCA version = 5.0.0]

0000; [,,]
1FFC; [5D 6C, 05, 8F][, D1 E1, 05]

03E1; [5D 6E, 05, 05]
03E0; [5D 6E, 05, 8F]

03F8; [5D 70, 05, 05]
03F7; [5D 70, 05, 8F]

2C81; [5E 20, 05, 05]
2C80; [5E 20, 05, 8F]

2C83; [5E 22, 05, 05]
2C82; [5E 22, 05, 8F]

2C85; [5E 24, 05, 05]
2C84; [5E 24, 05, 8F]

2C87; [5E 26, 05, 05]
2C86; [5E 26, 05, 8F]

2C89; [5E 28, 05, 05]
2C88; [5E 28, 05, 8F]

2CB7; [5E 2A, 05, 05]
2CB6; [5E 2A, 05, 8F]

2C8B; [5E 2C, 05, 05]
2C8A; [5E 2C, 05, 8F]

2C8D; [5E 2E, 05, 05]
2C8C; [5E 2E, 05, 8F]

2C8F; [5E 30, 05, 05]
2C8E; [5E 30, 05, 8F]

2C91; [5E 32, 05, 05]
2C90; [5E 32, 05, 8F]

2C93; [5E 34, 05, 05]
2C92; [5E 34, 05, 8F]

2C95; [5E 36, 05, 05]
2C94; [5E 36, 05, 8F]
2CE4; [5E 36, 05, 09][5E 20, 05, 09][5E 34, 05, 3D]

2CB9; [5E 38, 05, 05]
2CB8; [5E 38, 05, 8F]

2C97; [5E 3A, 05, 05]
2C96; [5E 3A, 05, 8F]

2C99; [5E 3C, 05, 05]
2C98; [5E 3C, 05, 8F]

2C9B; [5E 3E, 05, 05]
2C9A; [5E 3E, 05, 8F]

2CBB; [5E 40, 05, 05]
2CBA; [5E 40, 05, 8F]

2CBD; [5E 42, 05, 05]
2CBC; [5E 42, 05, 8F]

2C9D; [5E 44, 05, 05]
2C9C; [5E 44, 05, 8F]

2C9F; [5E 46, 05, 05]
2C9E; [5E 46, 05, 8F]

2CA1; [5E 48, 05, 05]
2CA0; [5E 48, 05, 8F]

2CA3; [5E 4A, 05, 05]
2CA2; [5E 4A, 05, 8F]

2CA5; [5E 4C, 05, 05]
2CA4; [5E 4C, 05, 8F]

2CA7; [5E 4E, 05, 05]
2CA6; [5E 4E, 05, 8F]

2CA9; [5E 50, 05, 05]
2CA8; [5E 50, 05, 8F]

2CAB; [5E 52, 05, 05]
2CAA; [5E 52, 05, 8F]

2CAD; [5E 54, 05, 05]
2CAC; [5E 54, 05, 8F]

2CAF; [5E 56, 05, 05]
2CAE; [5E 56, 05, 8F]

2CB1; [5E 58, 05, 05]
2CB0; [5E 58, 05, 8F]

2CBF; [5E 5A, 05, 05]
2CBE; [5E 5A, 05, 8F]

2CC1; [5E 5C, 05, 05]
2CC0; [5E 5C, 05, 8F]

03E3; [5E 5E, 05, 05]
03E2; [5E 5E, 05, 8F]

2CC3; [5E 60, 05, 05]
2CC2; [5E 60, 05, 8F]

2CC5; [5E 62, 05, 05]
2CC4; [5E 62, 05, 8F]

2CC7; [5E 64, 05, 05]
2CC6; [5E 64, 05, 8F]

03E5; [5E 66, 05, 05]
03E4; [5E 66, 05, 8F]

03E7; [5E 68, 05, 05]
03E6; [5E 68, 05, 8F]

2CC9; [5E 6A, 05, 05]
2CC8; [5E 6A, 05, 8F]

03E9; [5E 6C, 05, 05]
03E8; [5E 6C, 05, 8F]

2CCB; [5E 6E, 05, 05]
2CCA; [5E 6E, 05, 8F]

2CCD; [5E 70, 05, 05]
2CCC; [5E 70, 05, 8F]

2CCF; [5E 72, 05, 05]
2CCE; [5E 72, 05, 8F]

2CD1; [5E 74, 05, 05]
2CD0; [5E 74, 05, 8F]

2CD3; [5E 76, 05, 05]
2CD2; [5E 76, 05, 8F]

2CD5; [5E 78, 05, 05]
2CD4; [5E 78, 05, 8F]

03EB; [5E 7A, 05, 05]
03EA; [5E 7A, 05, 8F]

2CD7; [5E 7C, 05, 05]
2CD6; [5E 7C, 05, 8F]

03ED; [5E 7E, 05, 05]
03EC; [5E 7E, 05, 8F]

2CD9; [5E 80, 05, 05]
2CD8; [5E 80, 05, 8F]

2CDB; [5E 82, 05, 05]
2CDA; [5E 82, 05, 8F]

2CDD; [5E 84, 05, 05]
2CDC; [5E 84, 05, 8F]

03EF; [5E 86, 05, 05]
03EE; [5E 86, 05, 8F]

2CB3; [5E 88, 05, 05]
2CB2; [5E 88, 05, 8F]

2CB5; [5E 8A, 05, 05]
2CB4; [5E 8A, 05, 8F]

2CDF; [5E 8C, 05, 05]
2CDE; [5E 8C, 05, 8F]

2CE1; [5E 8E, 05, 05]
2CE0; [5E 8E, 05, 8F]

2CE3; [5E 90, 05, 05]
2CE2; [5E 90, 05, 8F]

0430; [5F 20, 05, 05]
0410; [5F 20, 05, 8F]

0430 0306; [5F 22, 05, 05]
04D1; [5F 22, 05, 05]
0410 0306; [5F 22, 05, 8F]
04D0; [5F 22, 05, 8F]

0430 0308; [5F 24, 05, 05]
04D3; [5F 24, 05, 05]
0410 0308; [5F 24, 05, 8F]
04D2; [5F 24, 05, 8F]

04D9; [5F 26, 05, 05]
04D8; [5F 26, 05, 8F]

04D9 0308; [5F 28, 05, 05]
04DB; [5F 28, 05, 05]
04D8 0308; [5F 28, 05, 8F]
04DA; [5F 28, 05, 8F]

04D5; [5F 2A, 05, 05]
04D4; [5F 2A, 05, 8F]

0431; [5F 2C, 05, 05]
0411; [5F 2C, 05, 8F]

0432; [5F 2E, 05, 05]
0412; [5F 2E, 05, 8F]

0433; [5F 30, 05, 05]
0413; [5F 30, 05, 8F]
0491; [5F 30, 05, 09][, E4 5D, 09]
0490; [5F 30, 05, 93][, E4 5D, 09]

0493; [5F 32, 05, 05]
0492; [5F 32, 05, 8F]

04FB; [5F 34, 05, 05]
04FA; [5F 34, 05, 8F]

0495; [5F 36, 05, 05]
0494; [5F 36, 05, 8F]

04F7; [5F 38, 05, 05]
04F6; [5F 38, 05, 8F]

0434; [5F 3A, 05, 05]
0414; [5F 3A, 05, 8F]

0501; [5F 3C, 05, 05]
0500; [5F 3C, 05, 8F]

0452; [5F 3E, 05, 05]
0402; [5F 3E, 05, 8F]

0503; [5F 40, 05, 05]
0502; [5F 40, 05, 8F]

0433 0301; [5F 42, 05, 05]
0433 0341; [5F 42, 05, 05]
0453; [5F 42, 05, 05]
0403; [5F 42, 05, 8F]
0413 0301; [5F 42, 05, 8F]
0413 0341; [5F 42, 05, 8F]

0499; [5F 44, 05, 05]
0498; [5F 44, 05, 8F]

0435; [5F 46, 05, 05]
0415; [5F 46, 05, 8F]
0450; [5F 46, 05, 05][, 8F, 05]
0400; [5F 46, 05, 8F][, 8F, 05]
0451; [5F 46, 05, 05][, 9D, 05]
0401; [5F 46, 05, 8F][, 9D, 05]

0435 0306; [5F 48, 05, 05]
04D7; [5F 48, 05, 05]
0415 0306; [5F 48, 05, 8F]
04D6; [5F 48, 05, 8F]

0454; [5F 4A, 05, 05]
0404; [5F 4A, 05, 8F]

0436; [5F 4C, 05, 05]
0416; [5F 4C, 05, 8F]
04C2; [5F 4C, 05, 05][, 91, 05]
04C1; [5F 4C, 05, 8F][, 91, 05]

0436 0308; [5F 4E, 05, 05]
04DD; [5F 4E, 05, 05]
0416 0308; [5F 4E, 05, 8F]
04DC; [5F 4E, 05, 8F]

0497; [5F 50, 05, 05]
0496; [5F 50, 05, 8F]

0437; [5F 52, 05, 05]
0417; [5F 52, 05, 8F]

0505; [5F 54, 05, 05]
0504; [5F 54, 05, 8F]

0511; [5F 56, 05, 05]
0510; [5F 56, 05, 8F]

0437 0308; [5F 58, 05, 05]
04DF; [5F 58, 05, 05]
0417 0308; [5F 58, 05, 8F]
04DE; [5F 58, 05, 8F]

0455; [5F 5A, 05, 05]
0405; [5F 5A, 05, 8F]

04E1; [5F 5C, 05, 05]
04E0; [5F 5C, 05, 8F]

0507; [5F 5E, 05, 05]
0506; [5F 5E, 05, 8F]

0438; [5F 60, 05, 05]
0418; [5F 60, 05, 8F]
045D; [5F 60, 05, 05][, 8F, 05]
040D; [5F 60, 05, 8F][, 8F, 05]
04E3; [5F 60, 05, 05][, AB, 05]
04E2; [5F 60, 05, 8F][, AB, 05]

048B; [5F 62, 05, 05]
048A; [5F 62, 05, 8F]

0438 0308; [5F 64, 05, 05]
04E5; [5F 64, 05, 05]
0418 0308; [5F 64, 05, 8F]
04E4; [5F 64, 05, 8F]

0456; [5F 66, 05, 05]
0406; [5F 66, 05, 8F]

0456 0308; [5F 68, 05, 05]
0457; [5F 68, 05, 05]
0406 0308; [5F 68, 05, 8F]
0407; [5F 68, 05, 8F]

0438 0306; [5F 6A, 05, 05]
0439; [5F 6A, 05, 05]
0418 0306; [5F 6A, 05, 8F]
0419; [5F 6A, 05, 8F]

0458; [5F 6C, 05, 05]
0408; [5F 6C, 05, 8F]

043A; [5F 6E, 05, 05]
041A; [5F 6E, 05, 8F]

049B; [5F 70, 05, 05]
049A; [5F 70, 05, 8F]

04C4; [5F 72, 05, 05]
04C3; [5F 72, 05, 8F]

04A1; [5F 74, 05, 05]
04A0; [5F 74, 05, 8F]

049F; [5F 76, 05, 05]
049E; [5F 76, 05, 8F]

049D; [5F 78, 05, 05]
049C; [5F 78, 05, 8F]

043B; [5F 7A, 05, 05]
041B; [5F 7A, 05, 8F]

1D2B; [5F 7C, 05, 05]

04C6; [5F 7E, 05, 05]
04C5; [5F 7E, 05, 8F]

0513; [5F 80, 05, 05]
0512; [5F 80, 05, 8F]

0459; [5F 82, 05, 05]
0409; [5F 82, 05, 8F]

0509; [5F 84, 05, 05]
0508; [5F 84, 05, 8F]

043C; [5F 86, 05, 05]
041C; [5F 86, 05, 8F]

04CE; [5F 88, 05, 05]
04CD; [5F 88, 05, 8F]

043D; [5F 8A, 05, 05]
041D; [5F 8A, 05, 8F]
1D78; [5F 8A, 05, 27]

04CA; [5F 8C, 05, 05]
04C9; [5F 8C, 05, 8F]

04A3; [5F 8E, 05, 05]
04A2; [5F 8E, 05, 8F]

04C8; [5F 90, 05, 05]
04C7; [5F 90, 05, 8F]

04A5; [5F 92, 05, 05]
04A4; [5F 92, 05, 8F]

045A; [5F 94, 05, 05]
040A; [5F 94, 05, 8F]

050B; [5F 96, 05, 05]
050A; [5F 96, 05, 8F]

043E; [5F 98, 05, 05]
041E; [5F 98, 05, 8F]

043E 0308; [5F 9A, 05, 05]
04E7; [5F 9A, 05, 05]
041E 0308; [5F 9A, 05, 8F]
04E6; [5F 9A, 05, 8F]

04E9; [5F 9C, 05, 05]
04E8; [5F 9C, 05, 8F]

04E9 0308; [5F 9E, 05, 05]
04EB; [5F 9E, 05, 05]
04E8 0308; [5F 9E, 05, 8F]
04EA; [5F 9E, 05, 8F]

043F; [5F A0, 05, 05]
041F; [5F A0, 05, 8F]

04A7; [5F A2, 05, 05]
04A6; [5F A2, 05, 8F]

0481; [5F A4, 05, 05]
0480; [5F A4, 05, 8F]

0440; [5F A6, 05, 05]
0420; [5F A6, 05, 8F]

048F; [5F A8, 05, 05]
048E; [5F A8, 05, 8F]

0441; [5F AA, 05, 05]
0421; [5F AA, 05, 8F]

050D; [5F AC, 05, 05]
050C; [5F AC, 05, 8F]

04AB; [5F AE, 05, 05]
04AA; [5F AE, 05, 8F]

0442; [5F B0, 05, 05]
0422; [5F B0, 05, 8F]

050F; [5F B2, 05, 05]
050E; [5F B2, 05, 8F]

04AD; [5F B4, 05, 05]
04AC; [5F B4, 05, 8F]

045B; [5F B6, 05, 05]
040B; [5F B6, 05, 8F]

043A 0301; [5F B8, 05, 05]
043A 0341; [5F B8, 05, 05]
045C; [5F B8, 05, 05]
040C; [5F B8, 05, 8F]
041A 0301; [5F B8, 05, 8F]
041A 0341; [5F B8, 05, 8F]

0443; [5F BA, 05, 05]
0423; [5F BA, 05, 8F]
04EF; [5F BA, 05, 05][, AB, 05]
04EE; [5F BA, 05, 8F][, AB, 05]

0443 0306; [5F BC, 05, 05]
045E; [5F BC, 05, 05]
040E; [5F BC, 05, 8F]
0423 0306; [5F BC, 05, 8F]

0443 0308; [5F BE, 05, 05]
04F1; [5F BE, 05, 05]
0423 0308; [5F BE, 05, 8F]
04F0; [5F BE, 05, 8F]

0443 030B; [5F C0, 05, 05]
04F3; [5F C0, 05, 05]
0423 030B; [5F C0, 05, 8F]
04F2; [5F C0, 05, 8F]

04AF; [5F C2, 05, 05]
04AE; [5F C2, 05, 8F]

04B1; [5F C4, 05, 05]
04B0; [5F C4, 05, 8F]

0479; [5F C6, 05, 05]
0478; [5F C6, 05, 8F]

0444; [5F C8, 05, 05]
0424; [5F C8, 05, 8F]

0445; [5F CA, 05, 05]
0425; [5F CA, 05, 8F]

04FD; [5F CC, 05, 05]
04FC; [5F CC, 05, 8F]

04FF; [5F CE, 05, 05]
04FE; [5F CE, 05, 8F]

04B3; [5F D0, 05, 05]
04B2; [5F D0, 05, 8F]

04BB; [5F D2, 05, 05]
04BA; [5F D2, 05, 8F]

0461; [5F D4, 05, 05]
0460; [5F D4, 05, 8F]

047F; [5F D6, 05, 05]
047E; [5F D6, 05, 8F]

047D; [5F D8, 05, 05]
047C; [5F D8, 05, 8F]

047B; [5F DA, 05, 05]
047A; [5F DA, 05, 8F]

0446; [5F DC, 05, 05]
0426; [5F DC, 05, 8F]

04B5; [5F DE, 05, 05]
04B4; [5F DE, 05, 8F]

0447; [5F E0, 05, 05]
0427; [5F E0, 05, 8F]

0447 0308; [5F E2, 05, 05]
04F5; [5F E2, 05, 05]
0427 0308; [5F E2, 05, 8F]
04F4; [5F E2, 05, 8F]

04B7; [5F E4, 05, 05]
04B6; [5F E4, 05, 8F]

04CC; [5F E6, 05, 05]
04CB; [5F E6, 05, 8F]

04B9; [5F E8, 05, 05]
04B8; [5F E8, 05, 8F]

04BD; [5F EA, 05, 05]
04BC; [5F EA, 05, 8F]

04BF; [5F EC, 05, 05]
04BE; [5F EC, 05, 8F]

045F; [5F EE, 05, 05]
040F; [5F EE, 05, 8F]

0448; [5F F0, 05, 05]
0428; [5F F0, 05, 8F]

0449; [5F F2, 05, 05]
0429; [5F F2, 05, 8F]

044A; [5F F4, 05, 05]
042A; [5F F4, 05, 8F]

044B; [5F F6, 05, 05]
042B; [5F F6, 05, 8F]

044B 0308; [5F F8, 05, 05]
04F9; [5F F8, 05, 05]
042B 0308; [5F F8, 05, 8F]
04F8; [5F F8, 05, 8F]

044C; [5F FA, 05, 05]
042C; [5F FA, 05, 8F]

048D; [5F FC, 05, 05]
048C; [5F FC, 05, 8F]

0463; [5F FE, 05, 05]
0462; [5F FE, 05, 8F]

044D; [60 05, 05, 05]
042D; [60 05, 05, 8F]

044D 0308; [60 07, 05, 05]
04ED; [60 07, 05, 05]
042D 0308; [60 07, 05, 8F]
04EC; [60 07, 05, 8F]

044E; [60 09, 05, 05]
042E; [60 09, 05, 8F]

044F; [60 0B, 05, 05]
042F; [60 0B, 05, 8F]

0465; [60 0D, 05, 05]
0464; [60 0D, 05, 8F]

0467; [60 0F, 05, 05]
0466; [60 0F, 05, 8F]

046B; [60 11, 05, 05]
046A; [60 11, 05, 8F]

0469; [60 13, 05, 05]
0468; [60 13, 05, 8F]

046D; [60 15, 05, 05]
046C; [60 15, 05, 8F]

046F; [60 17, 05, 05]
046E; [60 17, 05, 8F]

0471; [60 19, 05, 05]
0470; [60 19, 05, 8F]

0473; [60 1B, 05, 05]
0472; [60 1B, 05, 8F]

0475; [60 1D, 05, 05]
0474; [60 1D, 05, 8F]

0475 030F; [60 1F, 05, 05]
0477; [60 1F, 05, 05]
0474 030F; [60 1F, 05, 8F]
0476; [60 1F, 05, 8F]

04A9; [60 21, 05, 05]
04A8; [60 21, 05, 8F]

04CF; [60 23, 05, 05]
04C0; [60 23, 05, 8F]

2C30; [61 20, 05, 05]
2C00; [61 20, 05, 8F]

2C31; [61 22, 05, 05]
2C01; [61 22, 05, 8F]

2C32; [61 24, 05, 05]
2C02; [61 24, 05, 8F]

2C33; [61 26, 05, 05]
2C03; [61 26, 05, 8F]

2C34; [61 28, 05, 05]
2C04; [61 28, 05, 8F]

2C35; [61 2A, 05, 05]
2C05; [61 2A, 05, 8F]

2C36; [61 2C, 05, 05]
2C06; [61 2C, 05, 8F]

2C37; [61 2E, 05, 05]
2C07; [61 2E, 05, 8F]

2C38; [61 30, 05, 05]
2C08; [61 30, 05, 8F]

2C39; [61 32, 05, 05]
2C09; [61 32, 05, 8F]

2C3A; [61 34, 05, 05]
2C0A; [61 34, 05, 8F]

2C3B; [61 36, 05, 05]
2C0B; [61 36, 05, 8F]

2C3C; [61 38, 05, 05]
2C0C; [61 38, 05, 8F]

2C3D; [61 3A, 05, 05]
2C0D; [61 3A, 05, 8F]

2C3E; [61 3C, 05, 05]
2C0E; [61 3C, 05, 8F]

2C3F; [61 3E, 05, 05]
2C0F; [61 3E, 05, 8F]

2C40; [61 40, 05, 05]
2C10; [61 40, 05, 8F]

2C41; [61 42, 05, 05]
2C11; [61 42, 05, 8F]

2C42; [61 44, 05, 05]
2C12; [61 44, 05, 8F]

2C43; [61 46, 05, 05]
2C13; [61 46, 05, 8F]

2C44; [61 48, 05, 05]
2C14; [61 48, 05, 8F]

2C45; [61 4A, 05, 05]
2C15; [61 4A, 05, 8F]

2C46; [61 4C, 05, 05]
2C16; [61 4C, 05, 8F]

2C47; [61 4E, 05, 05]
2C17; [61 4E, 05, 8F]

2C48; [61 50, 05, 05]
2C18; [61 50, 05, 8F]

2C49; [61 52, 05, 05]
2C19; [61 52, 05, 8F]

2C4A; [61 54, 05, 05]
2C1A; [61 54, 05, 8F]

2C4B; [61 56, 05, 05]
2C1B; [61 56, 05, 8F]

2C4C; [61 58, 05, 05]
2C1C; [61 58, 05, 8F]

2C4D; [61 5A, 05, 05]
2C1D; [61 5A, 05, 8F]

2C4E; [61 5C, 05, 05]
2C1E; [61 5C, 05, 8F]

2C4F; [61 5E, 05, 05]
2C1F; [61 5E, 05, 8F]

2C50; [61 60, 05, 05]
2C20; [61 60, 05, 8F]

2C51; [61 62, 05, 05]
2C21; [61 62, 05, 8F]

2C52; [61 64, 05, 05]
2C22; [61 64, 05, 8F]

2C53; [61 66, 05, 05]
2C23; [61 66, 05, 8F]

2C54; [61 68, 05, 05]
2C24; [61 68, 05, 8F]

2C55; [61 6A, 05, 05]
2C25; [61 6A, 05, 8F]

2C56; [61 6C, 05, 05]
2C26; [61 6C, 05, 8F]

2C57; [61 6E, 05, 05]
2C27; [61 6E, 05, 8F]

2C58; [61 70, 05, 05]
2C28; [61 70, 05, 8F]

2C59; [61 72, 05, 05]
2C29; [61 72, 05, 8F]

2C5A; [61 74, 05, 05]
2C2A; [61 74, 05, 8F]

2C5B; [61 76, 05, 05]
2C2B; [61 76, 05, 8F]

2C5C; [61 78, 05, 05]
2C2C; [61 78, 05, 8F]

2C5D; [61 7A, 05, 05]
2C2D; [61 7A, 05, 8F]

2C5E; [61 7C, 05, 05]
2C2E; [61 7C, 05, 8F]

10D0; [62 20, 05, 05]

2D00; [62 22, 05, 05]
10A0; [62 22, 05, 8F]

10D1; [62 24, 05, 05]

2D01; [62 26, 05, 05]
10A1; [62 26, 05, 8F]

10D2; [62 28, 05, 05]

2D02; [62 2A, 05, 05]
10A2; [62 2A, 05, 8F]

10D3; [62 2C, 05, 05]

2D03; [62 2E, 05, 05]
10A3; [62 2E, 05, 8F]

10D4; [62 30, 05, 05]

2D04; [62 32, 05, 05]
10A4; [62 32, 05, 8F]

10D5; [62 34, 05, 05]

2D05; [62 36, 05, 05]
10A5; [62 36, 05, 8F]

10D6; [62 38, 05, 05]

2D06; [62 3A, 05, 05]
10A6; [62 3A, 05, 8F]

10F1; [62 3C, 05, 05]

2D21; [62 3E, 05, 05]
10C1; [62 3E, 05, 8F]

10D7; [62 40, 05, 05]

2D07; [62 42, 05, 05]
10A7; [62 42, 05, 8F]

10D8; [62 44, 05, 05]

2D08; [62 46, 05, 05]
10A8; [62 46, 05, 8F]

10D9; [62 48, 05, 05]

2D09; [62 4A, 05, 05]
10A9; [62 4A, 05, 8F]

10DA; [62 4C, 05, 05]

2D0A; [62 4E, 05, 05]
10AA; [62 4E, 05, 8F]

10DB; [62 50, 05, 05]

2D0B; [62 52, 05, 05]
10AB; [62 52, 05, 8F]

10DC; [62 54, 05, 05]
10FC; [62 54, 05, 27]

2D0C; [62 56, 05, 05]
10AC; [62 56, 05, 8F]

10F2; [62 58, 05, 05]

2D22; [62 5A, 05, 05]
10C2; [62 5A, 05, 8F]

10DD; [62 5C, 05, 05]

2D0D; [62 5E, 05, 05]
10AD; [62 5E, 05, 8F]

10DE; [62 60, 05, 05]

2D0E; [62 62, 05, 05]
10AE; [62 62, 05, 8F]

10DF; [62 64, 05, 05]

2D0F; [62 66, 05, 05]
10AF; [62 66, 05, 8F]

10E0; [62 68, 05, 05]

2D10; [62 6A, 05, 05]
10B0; [62 6A, 05, 8F]

10E1; [62 6C, 05, 05]

2D11; [62 6E, 05, 05]
10B1; [62 6E, 05, 8F]

10E2; [62 70, 05, 05]

2D12; [62 72, 05, 05]
10B2; [62 72, 05, 8F]

10F3; [62 74, 05, 05]

2D23; [62 76, 05, 05]
10C3; [62 76, 05, 8F]

10E3; [62 78, 05, 05]

2D13; [62 7A, 05, 05]
10B3; [62 7A, 05, 8F]

10E4; [62 7C, 05, 05]

2D14; [62 7E, 05, 05]
10B4; [62 7E, 05, 8F]

10E5; [62 80, 05, 05]

2D15; [62 82, 05, 05]
10B5; [62 82, 05, 8F]

10E6; [62 84, 05, 05]

2D16; [62 86, 05, 05]
10B6; [62 86, 05, 8F]

10E7; [62 88, 05, 05]

2D17; [62 8A, 05, 05]
10B7; [62 8A, 05, 8F]

10E8; [62 8C, 05, 05]

2D18; [62 8E, 05, 05]
10B8; [62 8E, 05, 8F]

10E9; [62 90, 05, 05]

2D19; [62 92, 05, 05]
10B9; [62 92, 05, 8F]

10EA; [62 94, 05, 05]

2D1A; [62 96, 05, 05]
10BA; [62 96, 05, 8F]

10EB; [62 98, 05, 05]

2D1B; [62 9A, 05, 05]
10BB; [62 9A, 05, 8F]

10EC; [62 9C, 05, 05]

2D1C; [62 9E, 05, 05]
10BC; [62 9E, 05, 8F]

10ED; [62 A0, 05, 05]

2D1D; [62 A2, 05, 05]
10BD; [62 A2, 05, 8F]

10EE; [62 A4, 05, 05]

2D1E; [62 A6, 05, 05]
10BE; [62 A6, 05, 8F]

10F4; [62 A8, 05, 05]

2D24; [62 AA, 05, 05]
10C4; [62 AA, 05, 8F]

10EF; [62 AC, 05, 05]

2D1F; [62 AE, 05, 05]
10BF; [62 AE, 05, 8F]

10F0; [62 B0, 05, 05]

2D20; [62 B2, 05, 05]
10C0; [62 B2, 05, 8F]

10F5; [62 B4, 05, 05]

2D25; [62 B6, 05, 05]
10C5; [62 B6, 05, 8F]

10F6; [62 B8, 05, 05]

10F7; [62 BA, 05, 05]

10F8; [62 BC, 05, 05]

10F9; [62 BE, 05, 05]

10FA; [62 C0, 05, 05]

0561; [63 20, 05, 05]
0531; [63 20, 05, 8F]

0562; [63 22, 05, 05]
0532; [63 22, 05, 8F]

0563; [63 24, 05, 05]
0533; [63 24, 05, 8F]

0564; [63 26, 05, 05]
0534; [63 26, 05, 8F]

0565; [63 28, 05, 05]
0535; [63 28, 05, 8F]
0587; [63 28, 05, 09][63 62, 05, 09]

0566; [63 2A, 05, 05]
0536; [63 2A, 05, 8F]

0567; [63 2C, 05, 05]
0537; [63 2C, 05, 8F]

0568; [63 2E, 05, 05]
0538; [63 2E, 05, 8F]

0569; [63 30, 05, 05]
0539; [63 30, 05, 8F]

056A; [63 32, 05, 05]
053A; [63 32, 05, 8F]

056B; [63 34, 05, 05]
053B; [63 34, 05, 8F]

056C; [63 36, 05, 05]
053C; [63 36, 05, 8F]

056D; [63 38, 05, 05]
053D; [63 38, 05, 8F]

056E; [63 3A, 05, 05]
053E; [63 3A, 05, 8F]

056F; [63 3C, 05, 05]
053F; [63 3C, 05, 8F]

0570; [63 3E, 05, 05]
0540; [63 3E, 05, 8F]

0571; [63 40, 05, 05]
0541; [63 40, 05, 8F]

0572; [63 42, 05, 05]
0542; [63 42, 05, 8F]

0573; [63 44, 05, 05]
0543; [63 44, 05, 8F]

0574; [63 46, 05, 05]
0544; [63 46, 05, 8F]
FB14; [63 46, 05, 09][63 28, 05, 09]
FB15; [63 46, 05, 09][63 34, 05, 09]
FB17; [63 46, 05, 09][63 38, 05, 09]
FB13; [63 46, 05, 09][63 4A, 05, 09]

0575; [63 48, 05, 05]
0545; [63 48, 05, 8F]

0576; [63 4A, 05, 05]
0546; [63 4A, 05, 8F]

0577; [63 4C, 05, 05]
0547; [63 4C, 05, 8F]

0578; [63 4E, 05, 05]
0548; [63 4E, 05, 8F]

0579; [63 50, 05, 05]
0549; [63 50, 05, 8F]

057A; [63 52, 05, 05]
054A; [63 52, 05, 8F]

057B; [63 54, 05, 05]
054B; [63 54, 05, 8F]

057C; [63 56, 05, 05]
054C; [63 56, 05, 8F]

057D; [63 58, 05, 05]
054D; [63 58, 05, 8F]

057E; [63 5A, 05, 05]
054E; [63 5A, 05, 8F]
FB16; [63 5A, 05, 09][63 4A, 05, 09]

057F; [63 5C, 05, 05]
054F; [63 5C, 05, 8F]

0580; [63 5E, 05, 05]
0550; [63 5E, 05, 8F]

0581; [63 60, 05, 05]
0551; [63 60, 05, 8F]

0582; [63 62, 05, 05]
0552; [63 62, 05, 8F]

0583; [63 64, 05, 05]
0553; [63 64, 05, 8F]

0584; [63 66, 05, 05]
0554; [63 66, 05, 8F]

0585; [63 68, 05, 05]
0555; [63 68, 05, 8F]

0586; [63 6A, 05, 05]
0556; [63 6A, 05, 8F]

0559; [63 6C, 05, 05]

05D0; [64 20, 05, 05]
2135; [64 20, 05, 09]
FB21; [64 20, 05, 0B]
FB2E; [64 20, 05, 05][, D5 41, 05]
FB2F; [64 20, 05, 05][, D5 51, 05]
FB30; [64 20, 05, 05][, D5 C1, 05]
FB4F; [64 20, 05, 09][64 36, 05, 09]

05D1; [64 22, 05, 05]
2136; [64 22, 05, 09]
FB31; [64 22, 05, 05][, D5 C1, 05]
FB4C; [64 22, 05, 05][, D5 D1, 05]

05D2; [64 24, 05, 05]
2137; [64 24, 05, 09]
FB32; [64 24, 05, 05][, D5 C1, 05]

05D3; [64 26, 05, 05]
2138; [64 26, 05, 09]
FB22; [64 26, 05, 0B]
FB33; [64 26, 05, 05][, D5 C1, 05]

